#INFO	-ref=VIZ5b6c970a1bd80	
#Name: J/A+A/468/1115/table1
#Title: Thorium and argon line list
#Column	Lambda	(F11.6)	Vacuum wavelength	[ucd=em.wl]
#Column	e_Lambda	(F9.6)	Uncertainty on wavelength	[ucd=stat.error]
#Column	Intensity	(I7)	Line peak intensity (in e^-^)	[ucd=phot.flux.density]
#Column	preLambda	(F11.6)	Unkwn Previously-known wavelength	[ucd=em.wl]
#Column	ID	(a6)	Line identification (1)	[ucd=phys.atmol.ionStage]
Name,Obs_Wave,Obs_Unc,Rel_Intensity,Matched_Wave
Unkwn,6007.275183,0.000672,2368,
ArI,6007.387202,0.000165,120264,6007.387164
Unkwn,6007.474719,0.001245,3489,
Unkwn,6007.747284,0.000355,1576,
ThI,6008.735408,0.000160,654709,6008.735885
Unkwn,6010.103437,0.000168,3412,
ThI,6011.683758,0.000199,7983,6011.683599
ThI,6011.824932,0.000157,693206,6011.825128
Unkwn,6011.923875,0.000211,17524,
NoID,6012.265957,0.000159,8441,6012.264069
Unkwn,6012.859301,0.000159,6782,
ThI,6013.012929,0.000156,28204,6013.009808
ThI,6013.198424,0.000156,81062,6013.198586
Unkwn,6013.665342,0.000332,1405,
Unkwn,6013.782237,0.001236,652,
Unkwn,6013.997746,0.000611,2046,
Unkwn,6014.077441,0.000786,1423,
Unkwn,6015.091685,0.000228,5004,
ArI,6015.343053,0.000154,177185,6015.342757
ThI,6015.721234,0.000156,8130,6015.721885
Unkwn,6016.243261,0.000367,944,
Unkwn,6016.398140,0.000612,1266,
ThII,6017.087778,0.000153,68199,6017.087783
ThI,6018.025429,0.000152,15059,6018.025105
Unkwn,6018.912469,0.000242,1238,
Unkwn,6019.194123,0.000152,10982,
ThI,6019.525814,0.000152,8265,6019.528398
ThII,6020.662095,0.000151,14546,6020.660329
Unkwn,6020.756802,0.001120,895,
ThI,6021.305480,0.000150,12087,6021.305619
Unkwn,6021.485982,0.000152,5169,
NoID,6021.939488,0.000149,14998,6021.938754
Unkwn,6022.165379,0.000152,6052,
ThI,6022.703399,0.000148,905622,6022.703182
ThII,6023.078490,0.000149,17054,6023.078848
Unkwn,6024.033388,0.000235,2463,
Unkwn,6024.307801,0.004860,703,
Unkwn,6024.365242,0.000949,3682,
ThI,6024.892667,0.000146,43952,6024.892216
Unkwn,6025.001310,0.000626,991,
ArI,6026.818668,0.000244,373492,6026.818111
ThI,6027.713973,0.000238,53434,6027.713631
Unkwn,6027.906700,0.000286,1532,
ArII,6028.917042,0.000195,12947,6028.919994
ThI,6030.896167,0.000244,40275,6030.895384
ThI,6031.319409,0.000247,42558,6031.319727
ThI,6032.114601,0.000245,446532,6032.114920
ThI,6034.543131,0.000187,83838,6034.543198
Unkwn,6034.859590,0.000427,1800,
ThI,6035.083220,0.000187,73220,6035.083874
ThI,6035.185364,0.000503,4505,6035.188699
Unkwn,6035.884191,0.000582,1129,
Unkwn,6036.010277,0.000919,1256,
Unkwn,6036.211916,0.000187,12033,
Unkwn,6036.515148,0.000218,1596,
ThI,6036.864185,0.000185,127961,6036.863552
Unkwn,6037.546217,0.000218,1810,
ThI,6038.435272,0.000185,20443,6038.433883
ThI,6040.353069,0.000183,335596,6040.352648
Unkwn,6040.899220,0.000189,3983,
Unkwn,6041.335958,0.000386,748,
Unkwn,6041.578194,0.000217,1151,
Unkwn,6042.544697,0.000196,2133,
Unkwn,6042.762408,0.000189,2871,
Unkwn,6043.020946,0.000836,1593,
Unkwn,6043.103250,0.001292,950,
Unkwn,6044.073022,0.000211,1288,
ThI,6044.263039,0.000180,81916,6044.262996
ThII,6046.106226,0.000230,128741,6046.106435
Unkwn,6046.144244,0.003072,28824,
Unkwn,6047.026527,0.000181,8880,
ArII,6048.572801,0.000178,64642,6048.571639
Unkwn,6048.941140,0.000209,2032,
Unkwn,6049.064371,0.000239,1342,
Unkwn,6049.198259,0.000198,1273,
Unkwn,6049.336976,0.000201,1173,
Unkwn,6049.472898,0.000180,4894,
Unkwn,6049.630640,0.000219,1381,
ThII,6051.450227,0.000176,8010,6051.447214
ThI,6052.656827,0.000174,147212,6052.657271
Unkwn,6054.121262,0.000174,9590,
ArI,6054.399131,0.000172,531734,6054.398468
ThI,6055.056997,0.000172,463927,6055.056950
ThI,6057.270270,0.000170,57795,6057.270450
Unkwn,6057.917449,0.001111,508,
Unkwn,6058.557610,0.000176,2572,
Unkwn,6058.847783,0.000840,1398,
Unkwn,6058.931317,0.001311,824,
ThII,6059.857287,0.000169,17499,6059.858715
Unkwn,6059.966218,0.000253,887,
Unkwn,6060.116002,0.000177,2371,
ThII,6060.289356,0.000174,5031,6060.289787
Unkwn,6060.398342,0.000301,5049,
Unkwn,6061.532842,0.000174,3503,
Unkwn,6062.636654,0.001181,2100,
Unkwn,6062.702994,0.004173,730,
ThI,6063.212665,0.000165,63690,6063.214419
Unkwn,6063.307090,0.000187,4050,
ArI,6066.429385,0.000163,79742,6066.429612
Unkwn,6067.025639,0.000231,2629,
Unkwn,6067.325926,0.000569,2453,
ThI,6067.459133,0.000162,43667,6067.459385
Unkwn,6067.596265,0.000862,1603,
Unkwn,6067.713216,0.001450,619,
Unkwn,6067.802770,0.001758,498,
Unkwn,6067.916186,0.001088,933,
Unkwn,6068.009844,0.000682,1735,
ThII,6068.175408,0.000162,10098,6068.176902
Unkwn,6068.274960,0.001355,492,
Unkwn,6068.643187,0.000603,1968,
ThII,6068.759106,0.000162,11352,6068.760047
ThI,6070.700771,0.000159,194602,6070.700974
Unkwn,6071.249776,0.000313,758,
Unkwn,6071.353736,0.000205,1262,
Unkwn,6071.520906,0.000394,3853,
Unkwn,6071.617094,0.000268,4680,
Unkwn,6071.737382,0.000614,1855,
Unkwn,6071.877175,0.000297,807,
NoID,6072.021719,0.000158,24665,6072.021903
Unkwn,6072.156704,0.001026,854,
Unkwn,6073.232994,0.000161,4190,
Unkwn,6073.424932,0.000214,979,
ThI,6074.480645,0.000158,7514,6074.480653
Unkwn,6074.577593,0.000161,5096,
ThII,6074.784809,0.000156,165878,6074.785051
Unkwn,6074.983224,0.001327,482,
Unkwn,6075.130390,0.000254,608,
Unkwn,6075.236485,0.000189,1325,
Unkwn,6075.685216,0.000192,1808,
Unkwn,6075.902133,0.001361,441,
Unkwn,6076.015947,0.000389,572,
Unkwn,6076.423259,0.000409,375,
Unkwn,6077.878139,0.000672,1063,
Unkwn,6078.669178,0.000836,1528,
ThI,6078.788708,0.000152,257835,6078.788195
Unkwn,6079.048981,0.000363,9662,
ArII,6079.113855,0.001310,2027,6079.111798
Unkwn,6079.218010,0.000206,1955,
ThI,6079.556128,0.000151,308267,6079.555482
ThI,6080.104551,0.000151,212439,6080.104070
ThII,6080.655087,0.000153,8121,6080.654679
ThI,6080.906201,0.000150,370086,6080.905746
ThI,6081.156782,0.000151,28005,6081.155464
Unkwn,6082.584236,0.000183,1979,
ArI,6082.927476,0.000149,62135,6082.926493
Unkwn,6084.853201,0.003863,440,
Unkwn,6084.927314,0.000656,3263,
Unkwn,6085.562731,0.000154,5148,
Unkwn,6085.804843,0.000158,2784,
ThII,6086.940939,0.000218,42636,6086.940008
ThI,6087.059419,0.000209,454967,6087.059462
ArI,6087.563400,0.000248,42490,6087.564119
Unkwn,6087.641626,0.000857,4136,
Unkwn,6088.136641,0.000205,4115,
ThI,6088.385119,0.000218,7429,6088.387224
ThII,6088.947440,0.000214,56796,6088.947380
ThI,6089.715554,0.000201,1081874,6089.715862
Unkwn,6090.510088,0.000223,7111,
Unkwn,6090.798487,0.000266,1929,
Unkwn,6091.499373,0.000236,2523,
ThII,6091.793813,0.000148,5393,6091.797838
ThI,6092.132860,0.000233,27027,6092.134296
ArI,6092.472574,0.000238,203328,6092.470531
Unkwn,6092.642721,0.000363,6026,
Unkwn,6094.708240,0.000206,3795,
Unkwn,6096.733824,0.000191,7790,
Unkwn,6096.912241,0.000205,2534,
Unkwn,6097.120900,0.000265,2202,
Unkwn,6097.676301,0.000230,1086,
ThII,6098.881161,0.000189,11450,6098.882351
Unkwn,6098.974578,0.000824,1722,
Unkwn,6099.099496,0.000210,2376,
Unkwn,6099.280090,0.000199,3865,
Unkwn,6099.505955,0.000189,6142,
NoID,6099.808108,0.000185,98402,6099.808569
Unkwn,6100.006581,0.000200,3569,
ArI,6100.491572,0.000185,626922,6100.491034
ThII,6100.771654,0.000185,108574,6100.771469
ThI,6101.677978,0.000185,16069,6101.677189
ArI,6102.850586,0.000183,118696,6102.849988
Unkwn,6103.065696,0.000430,2066,
Unkwn,6103.241254,0.000409,2004,
ThI,6103.414379,0.000183,446249,6103.414150
ArII,6103.606765,0.000219,6413,6103.608125
ThI,6104.284201,0.000182,729811,6104.283914
NoID,6104.408555,0.000197,26237,6104.407627
ArII,6105.228443,0.000181,116573,6105.228659
ThII,6105.330005,0.000220,30469,6105.331313
Unkwn,6105.709881,0.000189,3042,
Unkwn,6105.856093,0.000419,1527,
Unkwn,6106.643349,0.000260,1468,
ArI,6107.325151,0.000180,667292,6107.324800
Unkwn,6108.302949,0.000192,2204,
ThI,6108.533683,0.000207,29442,6108.533578
Unkwn,6108.611066,0.000766,2835,
NoID,6109.223856,0.000178,238880,6109.224342
ThI,6109.971206,0.000242,18993,6109.970400
Unkwn,6110.088943,0.000777,3582,
Unkwn,6110.176815,0.000994,1358,
Unkwn,6110.842074,0.000930,11399,
Unkwn,6110.905055,0.002108,6427,
Unkwn,6111.334358,0.002551,1012,
Unkwn,6111.400571,0.001151,2396,
Unkwn,6112.358477,0.000248,834,
Unkwn,6113.439890,0.000352,3991,
ThII,6114.529465,0.000174,279067,6114.529541
ArI,6115.157913,0.000174,84286,6115.157453
Unkwn,6115.655828,0.000177,4554,
ThI,6117.858988,0.000172,119211,6117.859062
Unkwn,6119.744083,0.000177,2846,
Unkwn,6119.838172,0.000379,806,
Unkwn,6120.060618,0.000337,342,
Unkwn,6121.359896,0.000932,77659,
Unkwn,6121.397189,0.000400,88341,
ArII,6121.785691,0.000169,18074,6121.787727
Unkwn,6121.946948,0.000222,3192,
Unkwn,6122.046426,0.000171,6036,
ThII,6122.250273,0.000168,70947,6122.250519
ThI,6122.490078,0.000169,9500,6122.488838
NoID,6123.909187,0.000167,72495,6123.909019
Unkwn,6124.047855,0.000457,4114,
Unkwn,6124.186688,0.000172,3840,
Unkwn,6124.319105,0.000180,3733,
Unkwn,6124.442246,0.000214,3611,
Unkwn,6124.590857,0.000173,3289,
Unkwn,6124.739477,0.000177,3058,
Unkwn,6124.895543,0.000193,3966,
ArII,6125.056971,0.000166,100384,6125.056391
Unkwn,6125.220601,0.000563,2256,
Unkwn,6125.405635,0.000380,2477,
ThI,6125.528482,0.000166,117480,6125.528120
ThI,6125.764180,0.000166,34424,6125.763768
Unkwn,6125.983400,0.000662,1453,
ThI,6126.175533,0.000165,478573,6126.175670
Unkwn,6126.282337,0.000490,4087,
Unkwn,6126.383073,0.001273,1102,
Unkwn,6127.304257,0.000210,1202,
ThII,6127.434585,0.000165,17952,6127.435099
Unkwn,6127.768065,0.000164,22207,
Unkwn,6128.357938,0.000185,1260,
Unkwn,6129.523891,0.000202,2737,
Unkwn,6129.834581,0.000170,5110,
Unkwn,6130.033528,0.000162,29828,
Unkwn,6130.139278,0.000162,25215,
ArI,6130.418476,0.000162,80855,6130.418599
Unkwn,6130.786480,0.000167,3124,
Unkwn,6131.014095,0.000168,2609,
Unkwn,6131.107583,0.001208,1869,
Unkwn,6131.186641,0.001584,15176,
ThI,6131.244062,0.000338,38837,6131.242320
Unkwn,6131.391331,0.000950,1422,
Unkwn,6131.465355,0.000474,3544,
Unkwn,6131.816625,0.000166,4106,
Unkwn,6132.153003,0.000160,25681,
Unkwn,6132.453395,0.000251,5038,
Unkwn,6132.537197,0.000294,4063,
Unkwn,6132.908277,0.000163,4061,
Unkwn,6133.087823,0.000204,758,
Unkwn,6133.287342,0.000468,4147,
Unkwn,6133.363706,0.000365,5896,
Unkwn,6133.448234,0.000856,1124,
Unkwn,6133.916545,0.000169,1912,
Unkwn,6134.066387,0.001704,4030,
Unkwn,6134.114465,0.003248,2479,
Unkwn,6134.468360,0.000281,4407,
ThI,6134.559335,0.000158,33112,6134.560605
ThI,6134.753587,0.000158,60863,6134.754533
Unkwn,6134.875677,0.000163,4405,
Unkwn,6134.967070,0.000183,1674,
Unkwn,6135.291172,0.000383,4599,
Unkwn,6135.367277,0.001485,762,
ThI,6135.511816,0.000157,38184,6135.511998
Unkwn,6135.713235,0.000161,4248,
Unkwn,6136.146224,0.000168,4223,
Unkwn,6136.249007,0.000187,3903,
Unkwn,6136.849126,0.000190,1206,
Unkwn,6137.023205,0.000160,4145,
Unkwn,6137.475696,0.000160,4005,
Unkwn,6137.933896,0.000159,4050,
Unkwn,6138.400530,0.000163,3510,
Unkwn,6138.714748,0.000161,3316,
Unkwn,6138.873709,0.000159,3722,
ThI,6139.625958,0.000154,49216,6139.624780
Unkwn,6139.846439,0.000159,3972,
Unkwn,6140.842703,0.000158,3909,
Unkwn,6141.349662,0.000159,3375,
Unkwn,6141.866851,0.000158,3278,
Unkwn,6142.297681,0.000933,1800,
Unkwn,6142.398654,0.001130,3337,
ThI,6142.464862,0.000393,12536,6142.467922
Unkwn,6142.583737,0.000158,6041,
Unkwn,6142.683180,0.001152,958,
Unkwn,6142.923932,0.000158,2992,
Unkwn,6143.333790,0.000195,1233,
Unkwn,6143.456766,0.000153,6353,
Unkwn,6143.774105,0.000150,32348,
Unkwn,6144.008051,0.000163,2303,
Unkwn,6144.311896,0.000158,3504,
Unkwn,6144.563583,0.000159,2463,
Unkwn,6145.125031,0.000161,2137,
Unkwn,6145.978883,0.000168,1640,
Unkwn,6146.107936,0.000229,683,
Unkwn,6146.265951,0.000167,1941,
ThI,6146.458432,0.000148,45567,6146.458716
ThII,6146.987310,0.000150,20776,6146.984039
ArI,6147.142101,0.000147,810409,6147.141495
Unkwn,6149.168605,0.000282,1698,
Unkwn,6149.304111,0.001484,1571,
Unkwn,6149.444056,0.000442,1217,
Unkwn,6149.578401,0.000917,1280,
Unkwn,6149.656600,0.000420,4352,
Unkwn,6149.770168,0.000787,6910,
Unkwn,6149.881576,0.001122,5168,
Unkwn,6149.962320,0.002418,1556,
Unkwn,6150.056325,0.000632,4896,
Unkwn,6150.174525,0.001896,1576,
Unkwn,6150.253142,0.001956,1884,
Unkwn,6150.376735,0.000926,2072,
Unkwn,6150.489950,0.000902,2032,
Unkwn,6150.588565,0.000831,2064,
ThI,6152.385309,0.000306,94756,6152.385180
ThI,6153.217573,0.000319,8915,6153.215724
ThI,6153.695700,0.000193,1319919,6153.695436
Unkwn,6154.826228,0.000205,3172,
Unkwn,6155.024440,0.001147,2121,
Unkwn,6155.139130,0.001689,1679,
Unkwn,6155.234703,0.001136,1960,
Unkwn,6155.457331,0.000213,2926,
ThI,6155.771097,0.000191,299644,6155.771338
Unkwn,6156.118499,0.000660,5266,
ThI,6156.218647,0.000191,147100,6156.219424
ArI,6156.941738,0.000190,417285,6156.941523
Unkwn,6157.175352,0.000239,41353,
ThI,6157.284459,0.000190,429680,6157.284533
Unkwn,6157.542744,0.000411,2857,
Unkwn,6157.808132,0.000196,5838,
Unkwn,6157.931073,0.000211,2857,
Unkwn,6158.139749,0.000207,1955,
Unkwn,6158.318911,0.000197,3467,
Unkwn,6158.456060,0.000210,1984,
ThI,6158.791479,0.000189,283296,6158.791683
Unkwn,6159.116044,0.000198,3678,
Unkwn,6159.241237,0.000281,575,
Unkwn,6159.817192,0.000528,1363,
Unkwn,6159.916813,0.000267,2192,
Unkwn,6160.011095,0.001719,760,
Unkwn,6160.095313,0.004448,278,
Unkwn,6160.183979,0.000650,1343,
Unkwn,6160.332377,0.000200,2280,
Unkwn,6160.455714,0.000251,821,
Unkwn,6160.556033,0.000235,1460,
Unkwn,6160.764439,0.000200,2676,
Unkwn,6160.925459,0.000225,1613,
Unkwn,6161.189456,0.000198,2336,
Unkwn,6161.321647,0.003423,1944,
Unkwn,6161.361644,0.017084,1537,
ThI,6163.057858,0.000186,283185,6163.058466
Unkwn,6163.354247,0.001124,1461,
ThI,6163.467223,0.000190,8516,6163.470308
NoID,6163.875503,0.000185,123168,6163.875329
Unkwn,6164.556872,0.000212,3744,
ThI,6164.675567,0.000185,23985,6164.675421
Unkwn,6164.912813,0.000213,2433,
Unkwn,6165.432578,0.000185,17479,
Unkwn,6165.610679,0.000208,2517,
ArI,6166.829392,0.000183,95976,6166.828866
Unkwn,6167.475681,0.001848,1551,
ThI,6167.542534,0.001155,2984,6167.540257
Unkwn,6167.678131,0.000259,673,
Unkwn,6168.021109,0.000602,1563,
NoID,6168.138848,0.000407,4758,6168.137520
Unkwn,6168.242829,0.000433,4565,
Unkwn,6169.096678,0.000220,1564,
ArII,6169.333421,0.000189,7683,6169.333611
Unkwn,6169.947990,0.001505,615,
Unkwn,6170.078840,0.001787,598,
Unkwn,6170.200302,0.001707,2429,
Unkwn,6170.282173,0.005503,916,
Unkwn,6170.545082,0.000208,1739,
ThI,6172.362665,0.000237,24113,6172.363167
ThI,6172.445757,0.000365,9491,6172.444584
Unkwn,6172.578798,0.000836,1425,
ArI,6174.804094,0.000177,649520,6174.804237
ArII,6176.113351,0.000327,6491,6176.111396
Unkwn,6177.363355,0.000852,1124,
Unkwn,6177.490094,0.002085,415,
Unkwn,6177.594531,0.001854,1874,
Unkwn,6177.667555,0.000343,13254,
Unkwn,6177.794112,0.002631,490,
Unkwn,6177.869968,0.001135,1805,
Unkwn,6178.042411,0.000198,1785,
Unkwn,6178.202651,0.001315,3032,
Unkwn,6178.260444,0.004346,1423,
Unkwn,6178.377232,0.001724,639,
Unkwn,6178.524695,0.000223,1310,
Unkwn,6178.781249,0.000345,1702,
Unkwn,6178.914034,0.000653,724,
Unkwn,6179.074055,0.000287,1594,
Unkwn,6179.243807,0.003186,226,
Unkwn,6179.353602,0.000806,1274,
Unkwn,6179.470573,0.001232,716,
ThI,6180.140966,0.000173,614506,6180.141114
ThI,6180.641088,0.000175,7837,6180.641421
Unkwn,6180.873717,0.000209,6221,
ArI,6181.130259,0.000172,38864,6181.128934
Unkwn,6181.258644,0.000437,3313,
Unkwn,6181.484282,0.000558,4985,
ThII,6181.558799,0.000290,13191,6181.558824
Unkwn,6181.663357,0.001207,1333,
Unkwn,6181.753195,0.002134,691,
ThI,6182.415203,0.000171,560083,6182.415228
Unkwn,6186.457836,0.000574,73559,
ThI,6186.504062,0.000246,136952,6186.500981
Unkwn,6186.698903,0.000169,9033,
Unkwn,6186.813855,0.000607,1529,
Unkwn,6187.278007,0.001182,1201,
Unkwn,6187.367321,0.001823,745,
ThI,6187.482349,0.000169,8291,6187.482604
Unkwn,6187.720628,0.000808,1082,
Unkwn,6187.869579,0.000395,2021,
ArII,6188.847060,0.000167,28993,6188.846576
ThI,6190.856657,0.000164,77703,6190.857462
Unkwn,6191.650116,0.001086,851,
Unkwn,6191.745547,0.003172,290,
Unkwn,6191.828762,0.002760,343,
Unkwn,6191.944269,0.001198,634,
Unkwn,6192.278780,0.000272,1170,
Unkwn,6192.422282,0.000385,12788,
Unkwn,6192.483259,0.000826,4849,
Unkwn,6194.892330,0.000168,5272,
ThII,6195.569461,0.000161,55150,6195.570097
Unkwn,6196.507437,0.000670,1250,
Unkwn,6196.639500,0.001006,926,
ThI,6197.034779,0.000160,24187,6197.035141
Unkwn,6198.021300,0.000900,1574,
ThII,6198.109375,0.000162,17308,6198.110926
Unkwn,6198.222422,0.000320,2117,
Unkwn,6200.777316,0.000163,4313,
ThII,6202.148416,0.000155,80290,6202.148102
ArII,6202.816918,0.000162,65168,6202.815493
Unkwn,6206.484841,0.000189,2112,
Unkwn,6206.618645,0.000988,895,
ThI,6206.734582,0.000152,13823,6206.734791
ThII,6206.973233,0.000152,13730,6206.972992
ThI,6207.576954,0.000150,114140,6207.576954
Unkwn,6208.174254,0.000335,2571,
ThI,6209.466975,0.000149,32794,6209.467892
ThI,6210.404727,0.000305,119277,6210.404634
ThI,6210.702282,0.000307,26609,6210.703906
ThI,6211.669491,0.000300,10108,6211.667682
ArI,6214.221351,0.000285,800537,6214.221465
ThI,6214.437534,0.000277,189960,6214.437956
Unkwn,6215.041180,0.000241,1726,
Unkwn,6215.373949,0.000287,4711,
Unkwn,6215.823071,0.000171,1890,
Unkwn,6216.259335,0.000290,7633,
ArI,6217.659270,0.000194,560643,6217.657610
Unkwn,6218.370100,0.000880,981,
Unkwn,6218.482612,0.001344,2059,
Unkwn,6218.584202,0.000764,3651,
Unkwn,6219.159491,0.000651,872,
Unkwn,6219.293633,0.000194,13651,
Unkwn,6219.899222,0.000234,1138,
Unkwn,6220.064297,0.000218,2064,
ThI,6221.497229,0.000192,16619,6221.498654
ThI,6221.732411,0.000191,307510,6221.731988
ThI,6222.780355,0.000191,22233,6222.781011
ThI,6223.040317,0.000190,134216,6223.040350
Unkwn,6223.153524,0.000206,10150,
ThII,6223.300572,0.000196,4967,6223.299943
Unkwn,6224.253182,0.002839,3782,
Unkwn,6224.299513,0.006432,3442,
Unkwn,6224.475505,0.000218,8100,
ThII,6225.242363,0.000191,7508,6225.241979
Unkwn,6226.825487,0.000277,2170,
ThI,6228.092137,0.000186,703092,6228.092257
Unkwn,6228.208625,0.000838,2832,
ThII,6228.352865,0.000197,4081,6228.349905
Unkwn,6228.657973,0.000195,3069,
Unkwn,6228.905111,0.000191,4205,
Unkwn,6229.960178,0.001422,839,
Unkwn,6230.057162,0.001566,613,
Unkwn,6232.449107,0.000392,1300,
ArI,6232.644974,0.000183,28772,6232.644928
ThII,6232.845810,0.000183,18188,6232.846466
ThII,6233.106050,0.000184,9548,6233.104625
Unkwn,6233.786336,0.000435,8915,
Unkwn,6233.846904,0.001822,6938,
Unkwn,6234.603768,0.000549,4263,
ThII,6234.702019,0.000184,42238,6234.698763
ThI,6235.920504,0.000181,25429,6235.920772
Unkwn,6236.021318,0.000397,2398,
Unkwn,6236.248668,0.000297,9314,
Unkwn,6236.372217,0.000909,2195,
ThI,6236.580072,0.000180,656535,6236.580166
Unkwn,6237.079510,0.000187,3154,
Unkwn,6238.827677,0.000182,4816,
Unkwn,6239.711870,0.000185,6045,
ThI,6239.808390,0.000178,20485,6239.808131
Unkwn,6240.807804,0.000184,3794,
Unkwn,6241.303232,0.000984,1075,
ArII,6241.439837,0.000176,37515,6241.437801
ThI,6242.029709,0.000178,9216,6242.032825
Unkwn,6242.599808,0.000727,6355,
ThI,6242.679943,0.000175,242935,6242.679990
Unkwn,6244.353333,0.001127,820,
ArII,6244.847596,0.000173,422789,6244.846830
Unkwn,6246.098624,0.000177,5083,
Unkwn,6246.290428,0.001995,1328,
Unkwn,6246.355650,0.002671,1076,
Unkwn,6246.463483,0.000499,4489,
Unkwn,6246.585390,0.001652,616,
ThII,6246.768517,0.000172,25172,6246.768430
Unkwn,6246.878031,0.000773,1432,
Unkwn,6247.577813,0.000185,2823,
ThI,6247.902268,0.000171,39755,6247.901408
Unkwn,6248.134501,0.000238,1766,
ThII,6248.658583,0.000283,9622,6248.657710
Unkwn,6248.852817,0.000302,8165,
ArI,6250.133923,0.000169,152620,6250.133558
Unkwn,6250.884747,0.000275,4254,
Unkwn,6250.992020,0.000497,2906,
ThI,6252.214117,0.000168,59988,6252.214808
Unkwn,6252.996768,0.000683,1556,
Unkwn,6253.170778,0.000749,1517,
Unkwn,6253.278863,0.001007,1457,
Unkwn,6253.375817,0.000811,1699,
Unkwn,6253.494925,0.000637,986,
Unkwn,6253.590597,0.000374,2075,
Unkwn,6253.688836,0.000256,3313,
Unkwn,6253.891224,0.000648,2098,
Unkwn,6254.041805,0.000171,5454,
Unkwn,6254.193120,0.000457,2253,
Unkwn,6254.337527,0.001512,758,
Unkwn,6254.514948,0.000557,2557,
Unkwn,6254.615348,0.000479,2232,
Unkwn,6256.397000,0.000325,1320,
Unkwn,6256.506433,0.000167,6295,
Unkwn,6256.930987,0.001561,1018,
Unkwn,6257.063672,0.000499,3230,
Unkwn,6257.253793,0.000411,3690,
Unkwn,6257.383119,0.000825,1398,
Unkwn,6257.502820,0.005630,520,
Unkwn,6257.582119,0.001653,1068,
Unkwn,6257.715125,0.000190,1432,
Unkwn,6257.837100,0.000635,758,
Unkwn,6257.973341,0.001374,675,
Unkwn,6258.067648,0.000498,2557,
Unkwn,6258.385218,0.000726,2343,
Unkwn,6258.481630,0.000795,1559,
Unkwn,6258.659647,0.000497,11664,
Unkwn,6258.721431,0.000566,9496,
ThI,6259.154114,0.000162,647012,6259.154600
ThII,6260.337619,0.000161,81220,6260.337931
Unkwn,6261.131614,0.000195,17405,
Unkwn,6261.222524,0.000757,2161,
ThI,6261.948770,0.000160,19274,6261.948973
ThII,6262.795804,0.000159,336137,6262.795988
Unkwn,6264.277887,0.000882,729,
Unkwn,6264.443926,0.000938,1256,
Unkwn,6264.536708,0.004161,410,
Unkwn,6264.619661,0.001248,1395,
Unkwn,6264.758047,0.000462,1167,
Unkwn,6266.046454,0.000184,2263,
ThI,6266.447808,0.000156,22664,6266.446681
ThII,6267.905279,0.000156,51545,6267.906861
Unkwn,6268.002972,0.000507,5425,
Unkwn,6268.105110,0.000729,3887,
Unkwn,6268.218945,0.000549,4842,
Unkwn,6268.350056,0.000155,26082,
Unkwn,6268.498358,0.000511,3768,
ThI,6269.933924,0.000153,47219,6269.933844
Unkwn,6271.920214,0.000373,7374,
Unkwn,6272.033181,0.000376,10824,
Unkwn,6272.123961,0.000458,7875,
Unkwn,6272.236477,0.000176,8068,
Unkwn,6272.345610,0.000189,10147,
Unkwn,6272.474991,0.000154,9786,
Unkwn,6272.602242,0.000153,9089,
Unkwn,6272.738442,0.000188,8180,
Unkwn,6272.867621,0.000191,8404,
Unkwn,6273.015363,0.000155,7722,
Unkwn,6273.160303,0.000341,8096,
ThI,6273.280310,0.000149,364290,6273.279080
Unkwn,6273.471667,0.000284,6938,
Unkwn,6273.641786,0.000157,7025,
Unkwn,6273.808387,0.000317,6411,
Unkwn,6273.989291,0.000167,7079,
Unkwn,6274.362266,0.000884,6503,
Unkwn,6274.434831,0.001670,2601,
Unkwn,6274.560255,0.000211,5536,
Unkwn,6274.764995,0.000209,6723,
Unkwn,6274.957713,0.000273,5021,
Unkwn,6275.169114,0.000266,8682,
Unkwn,6275.384607,0.000267,5216,
ThII,6275.852471,0.000250,553290,6275.851921
Unkwn,6276.239081,0.001192,1608,
Unkwn,6276.307310,0.000430,7423,
Unkwn,6276.547731,0.000270,3976,
Unkwn,6276.712633,0.000281,3750,
Unkwn,6276.813160,0.000351,5668,
Unkwn,6276.941945,0.001187,1216,
Unkwn,6277.057780,0.001180,3370,
Unkwn,6277.124473,0.001030,3426,
ThI,6277.899788,0.000265,147792,6277.900481
Unkwn,6278.136093,0.000297,2763,
Unkwn,6278.713043,0.000314,1566,
Unkwn,6278.848034,0.000283,3667,
ThII,6278.976337,0.000276,78178,6278.974682
Unkwn,6279.156839,0.001207,2008,
Unkwn,6279.300111,0.000219,4414,
Unkwn,6279.458890,0.002165,785,
Unkwn,6279.616246,0.001089,1990,
Unkwn,6280.238421,0.000213,4400,
ArI,6280.382159,0.000197,44311,6280.381463
Unkwn,6280.560851,0.001338,1349,
Unkwn,6280.715208,0.000229,2747,
ThII,6280.900003,0.000197,59975,6280.903300
Unkwn,6281.212243,0.000228,3521,
ThI,6281.714706,0.000197,16892,6281.714492
Unkwn,6282.626825,0.001285,2388,
Unkwn,6282.726340,0.000891,2819,
Unkwn,6282.901885,0.000450,3358,
Unkwn,6283.005129,0.000995,1768,
Unkwn,6283.260206,0.000230,3948,
Unkwn,6283.390835,0.000273,1053,
Unkwn,6283.780028,0.000252,2968,
Unkwn,6284.754899,0.002436,530,
Unkwn,6284.878460,0.001072,2835,
