Row,Name,Intensity,Wavelength Ang,Stage,Comment
39342,Thorium,10,9505.392,I,
39343,Thorium,10,9561.24,I,
39344,Thorium,8,9613.689,II,
39345,Thorium,12,9632.647,I,
39346,Thorium,10,9664.700,I,
39347,Thorium,4,9676.106,I,
39348,Thorium,15,9700.564,I,
39349,Thorium,15,9746.46,I,
39350,Thorium,10,9812.70,I,
39351,Thorium,10,9826.45,I,
39352,Thorium,20,9833.42,I,yes
39353,Thorium,9839.25,IV,
39354,Thorium,15,10039.364,I,
39355,Thorium,15,10089.138,I,
39356,Thorium,15,10133.56,II,
39357,Thorium,15,10419.57,II,
39358,Thorium,15,10556.45,I,
39359,Thorium,15,10723.92,II,
39360,Thorium,20,10726.93,I,yes
39361,Thorium,10875.05,IV,
39362,Thorium,20,10942.24,II,yes
39363,Thorium,15,11051.90,I,
39364,Thorium,30,11230.259,I,yes
39365,Thorium,20,11354.719,I,
39366,Thorium,15,11703.46,I,
39367,Thorium,15,11864.25,I,
39368,Thorium,15,11940.64,I,
39369,Thorium,20,11984.67,II,yes
39370,Thorium,15,12018.72,I,
39371,Thorium,20,12127.30,I,
39372,Thorium,20,12194.16,II,
39373,Thorium,15,12206.89,I,
39374,Thorium,20,12231.94,I,
39375,Thorium,15,12338.00,I,
39376,Thorium,15,12477.30,I,
39377,Thorium,20,12646.54,I,
39378,Thorium,15,12866.64,I,
39379,Thorium,15,12940.65,II,
39380,Thorium,15,12959.82,I,
39381,Thorium,15,13145.90,II,
39382,Thorium,15,13565.67,I,
39383,Thorium,15,14090.25,I,
39384,Thorium,15,14168.67,I,
39385,Thorium,15,14424.54,I,
39386,Thorium,15,14618.98,I,
39387,Thorium,15,14654.91,I,
39388,Thorium,15,14940.49,II,
39389,Thorium,15,15240.24,II,
39390,Thorium,15,15429.78,I,
39391,Thorium,15,15831.75,I,
39392,Thorium,20,17208.22,II,yes
39393,Thorium,15,17307.66,I,
39394,Thorium,15,17381.91,I,
39395,Thorium,15,17481.04,I,
39396,Thorium,15,17584.52,I,
39397,Thorium,15,17936.43,II,
39398,Thorium,15,18811.88,I,yes
39399,Thorium,15,19145.60,II,
39400,Thorium,15,19338.98,II,
39401,Thorium,10,19774.30,II,
39402,Thorium,10,20634.36,I,
39403,Thorium,10,20692.06,II,
39404,Thorium,10,22264.35,II,yes
