Row,Name,Intensity,Wavelength Ang,Stage,Comment
23317,Neon,600,2677.90,III,yes
23318,Neon,500,2678.64,III,yes
23319,Neon,80,2762.92,II,yes
23320,Neon,90,2792.02,II,yes
23321,Neon,80,2794.22,II,yes
23322,Neon,100,2809.48,II,yes
23323,Neon,80,2906.59,II,yes
23324,Neon,80,2906.82,II,yes
23325,Neon,90,2910.06,II,yes
23326,Neon,90,2910.41,II,yes
23327,Neon,80,2911.14,II,yes
23328,Neon,80,2915.12,II,yes
23329,Neon,80,2925.62,II,yes
23330,Neon,80,2932.10,II,yes
23331,Neon,80,2940.65,II,yes
23332,Neon,90,2946.04,II,yes
23333,Neon,150,2955.72,II,yes
23334,Neon,150,2963.24,II,yes
23335,Neon,150,2967.18,II,yes
23336,Neon,100,2973.10,II,yes
23337,Neon,15,2974.72,I,yes
23338,Neon,100,2979.46,II,yes
23339,Neon,12,2982.67,I,yes
23340,Neon,150,3001.67,II,yes
23341,Neon,120,3017.31,II,yes
23342,Neon,300,3027.02,II,yes
23343,Neon,300,3028.86,II,yes
23344,Neon,100,3030.79,II,yes
23345,Neon,120,3034.46,II,yes
23346,Neon,100,3035.92,II,yes
23347,Neon,100,3037.72,II,yes
23348,Neon,100,3039.59,II,yes
23349,Neon,100,3044.09,II,yes
23350,Neon,100,3045.56,II,yes
23351,Neon,120,3047.56,II,yes
23352,Neon,100,3054.34,II,yes
23353,Neon,100,3054.68,II,yes
23354,Neon,100,3059.11,II,yes
23355,Neon,100,3062.49,II,yes
23356,Neon,100,3063.30,II,yes
23357,Neon,100,3070.89,II,yes
23358,Neon,100,3071.53,II,yes
23359,Neon,100,3075.73,II,yes
23360,Neon,120,3088.17,II,yes
23361,Neon,100,3092.09,II,yes
23362,Neon,120,3092.90,II,yes
23363,Neon,100,3094.01,II,yes
23364,Neon,100,3095.10,II,yes
23365,Neon,100,3097.13,II,yes
23366,Neon,100,3117.98,II,yes
23367,Neon,120,3118.16,II,yes
23368,Neon,10,3126.199,I,yes
23369,Neon,300,3141.33,II,yes
23370,Neon,100,3143.72,II,yes
23371,Neon,100,3148.68,II,yes
23372,Neon,100,3164.43,II,yes
23373,Neon,100,3165.65,II,yes
23374,Neon,100,3188.74,II,yes
23375,Neon,120,3194.58,II,yes
23376,Neon,500,3198.59,II,yes
23377,Neon,60,3208.96,II,yes
23378,Neon,120,3209.36,II,yes
23379,Neon,120,3213.74,II,yes
23380,Neon,150,3214.33,II,yes
23381,Neon,150,3218.19,II,yes
23382,Neon,120,3224.82,II,yes
23383,Neon,120,3229.57,II,yes
23384,Neon,200,3230.07,II,yes
23385,Neon,120,3230.42,II,yes
23386,Neon,120,3232.02,II,yes
23387,Neon,150,3232.37,II,yes
23388,Neon,100,3243.40,II,yes
23389,Neon,100,3244.10,II,yes
23390,Neon,100,3248.34,II,yes
23391,Neon,100,3250.36,II,yes
23392,Neon,150,3297.73,II,yes
23393,Neon,150,3309.74,II,yes
23394,Neon,300,3319.72,II,yes
23395,Neon,1000,3323.74,II,yes
23396,Neon,150,3327.15,II,yes
23397,Neon,100,3329.16,II,yes
23398,Neon,200,3334.84,II,yes
23399,Neon,150,3344.40,II,yes
23400,Neon,300,3345.45,II,yes
23401,Neon,150,3345.83,II,yes
23402,Neon,200,3355.02,II,yes
23403,Neon,120,3357.82,II,yes
23404,Neon,200,3360.60,II,yes
23405,Neon,120,3362.16,II,yes
23406,Neon,100,3362.71,II,yes
23407,Neon,120,3367.22,II,yes
23408,Neon,12,3369.808,I,yes
23409,Neon,40,3369.908,I,yes
23410,Neon,100,3371.80,II,yes
23411,Neon,500,3378.22,II,yes
23412,Neon,150,3388.42,II,yes
23413,Neon,120,3388.94,II,yes
23414,Neon,300,3392.80,II,yes
23415,Neon,100,3404.82,II,yes
23416,Neon,120,3406.95,II,yes
23417,Neon,100,3413.15,II,yes
23418,Neon,120,3416.91,II,yes
23419,Neon,120,3417.69,II,yes
23420,Neon,50,3417.904,I,yes
23421,Neon,15,3418.006,I,yes
23422,Neon,120,3428.69,II,yes
23423,Neon,60,3447.703,I,yes
23424,Neon,50,3454.195,I,yes
23425,Neon,100,3456.61,II,yes
23426,Neon,100,3459.32,II,yes
23427,Neon,25,3460.524,I,yes
23428,Neon,30,3464.339,I,yes
23429,Neon,30,3466.579,I,yes
23430,Neon,60,3472.571,I,yes
23431,Neon,150,3479.52,II,yes
23432,Neon,200,3480.72,II,yes
23433,Neon,200,3481.93,II,yes
23434,Neon,25,3498.064,I,yes
23435,Neon,30,3501.216,I,yes
23436,Neon,25,3515.191,I,yes
23437,Neon,150,3520.472,I,yes
23438,Neon,120,3542.85,II,yes
23439,Neon,120,3557.80,II,yes
23440,Neon,100,3561.20,II,yes
23441,Neon,250,3568.50,II,yes
23442,Neon,100,3574.18,II,yes
23443,Neon,200,3574.61,II,yes
23444,Neon,50,3593.526,I,yes
23445,Neon,30,3593.640,I,yes
23446,Neon,15,3600.169,I,yes
23447,Neon,20,3633.665,I,yes
23448,Neon,150,3643.93,II,yes
23449,Neon,200,3664.07,II,yes
23450,Neon,20,3682.243,I,yes
23451,Neon,12,3685.736,I,yes
23452,Neon,200,3694.21,II,yes
23453,Neon,10,3701.225,I,yes
23454,Neon,150,3709.62,II,yes
23455,Neon,250,3713.08,II,yes
23456,Neon,250,3727.11,II,yes
23457,Neon,800,3766.26,II,yes
23458,Neon,1000,3777.13,II,yes
23459,Neon,100,3818.43,II,yes
23460,Neon,120,3829.75,II,yes
23461,Neon,150,4219.74,II,yes
23462,Neon,100,4233.85,II,yes
23463,Neon,120,4250.65,II,yes
23464,Neon,120,4369.86,II,yes
23465,Neon,70,4379.40,II,yes
23466,Neon,150,4379.55,II,yes
23467,Neon,100,4385.06,II,yes
23468,Neon,200,4391.99,II,yes
23469,Neon,150,4397.99,II,yes
23470,Neon,150,4409.30,II,yes
23471,Neon,100,4413.22,II,yes
23472,Neon,100,4421.39,II,yes
23473,Neon,100,4428.52,II,yes
23474,Neon,100,4428.63,II,yes
23475,Neon,150,4430.90,II,yes
23476,Neon,150,4430.94,II,yes
23477,Neon,120,4457.05,II,yes
23478,Neon,100,4522.72,II,yes
23479,Neon,10,4537.754,I,yes
23480,Neon,10,4540.380,I,yes
23481,Neon,100,4569.06,II,yes
23482,Neon,15,4704.395,I,yes
23483,Neon,12,4708.862,I,yes
23484,Neon,10,4710.067,I,yes
23485,Neon,10,4712.066,I,yes
23486,Neon,15,4715.347,I,yes
23487,Neon,10,4752.732,I,yes
23488,Neon,12,4788.927,I,yes
23489,Neon,10,4790.22,I,yes
23490,Neon,10,4827.344,I,yes
23491,Neon,10,4884.917,I,yes
23492,Neon,4,5005.159,I,yes
23493,Neon,10,5037.751,I,yes
23494,Neon,10,5144.938,I,yes
23495,Neon,25,5330.778,I,yes
23496,Neon,20,5341.094,I,yes
23497,Neon,8,5343.283,I,yes
23498,Neon,60,5400.562,I,yes
23499,Neon,5,5562.766,I,yes
