Row,Name,Intensity,Wavelength Ang,Stage,Comment
923,Argon,20,802.859,I,yes
924,Argon,100,806.471,I,yes
925,Argon,60,806.869,I,yes
926,Argon,30,807.218,I,yes
927,Argon,40,807.653,I,yes
928,Argon,50,809.927,I,yes
929,Argon,120,816.232,I,yes
930,Argon,70,816.464,I,yes
931,Argon,80,820.124,I,yes
932,Argon,4,822.16,V,yes
933,Argon,120,825.346,I,yes
934,Argon,120,826.365,I,yes
935,Argon,5,827.05,V,yes
936,Argon,3,827.35,V,yes
937,Argon,150,834.392,I,yes
938,Argon,4,834.88,V,yes
939,Argon,100,835.002,I,yes
940,Argon,2,836.13,V,yes
941,Argon,15,840.03,IV,yes
942,Argon,100,842.805,I,yes
943,Argon,20,843.77,IV,yes
944,Argon,25,850.60,IV,yes
945,Argon,180,866.800,I,yes
946,Argon,150,869.754,I,yes
947,Argon,10,871.10,III,yes
948,Argon,9,875.53,III,yes
949,Argon,180,876.058,I,yes
950,Argon,12,878.73,III,yes
951,Argon,8,879.62,III,yes
952,Argon,180,879.947,I,yes
953,Argon,9,883.18,III,yes
954,Argon,10,887.40,III,yes
955,Argon,150,894.310,I,yes
956,Argon,5,900.36,IV,yes
957,Argon,9,901.17,IV,yes
958,Argon,1000,919.781,II,yes
959,Argon,1000,932.054,II,yes
960,Argon,1000,1048.220,I,yes
961,Argon,500,1066.660,I,yes
962,Argon,7,1669.67,III,yes
963,Argon,7,1673.42,III,yes
964,Argon,7,1675.48,III,yes
965,Argon,9,1914.40,III,yes
966,Argon,7,1915.56,III,yes
967,Argon,10,2125.16,III,yes
968,Argon,15,2133.87,III,yes
969,Argon,10,2138.59,III,yes
970,Argon,10,2148.73,III,yes
971,Argon,15,2166.19,III,yes
972,Argon,10,2168.26,III,yes
973,Argon,20,2170.23,III,yes
974,Argon,25,2177.22,III,yes
975,Argon,8,2184.06,III,yes
976,Argon,10,2188.22,III,yes
977,Argon,15,2192.06,III,yes
978,Argon,7,2248.73,III,yes
979,Argon,10,2279.10,III,yes
980,Argon,7,2281.22,III,yes
981,Argon,7,2282.21,III,yes
982,Argon,12,2293.03,III,yes
983,Argon,4,2299.72,IV,yes
984,Argon,10,2300.85,III,yes
985,Argon,15,2302.17,III,yes
986,Argon,9,2317.00,III,yes
987,Argon,15,2317.47,III,yes
988,Argon,12,2318.04,III,yes
989,Argon,10,2319.13,III,yes
990,Argon,10,2319.37,III,yes
991,Argon,9,2345.17,III,yes
992,Argon,7,2351.67,III,yes
993,Argon,9,2360.26,III,yes
994,Argon,10,2395.63,III,yes
995,Argon,12,2399.15,III,yes
996,Argon,10,2413.20,III,yes
997,Argon,7,2415.61,III,yes
998,Argon,10,2418.82,III,yes
999,Argon,5,2420.456,II,yes
1000,Argon,12,2423.52,III,yes
1001,Argon,12,2423.93,III,yes
1002,Argon,7,2443.69,III,yes
1003,Argon,8,2447.71,IV,yes
1004,Argon,8,2472.95,III,yes
1005,Argon,7,2476.10,III,yes
1006,Argon,12,2488.86,III,yes
1007,Argon,12,2513.28,IV,yes
1008,Argon,10,2516.789,II,yes
1009,Argon,6,2518.40,IV,yes
1010,Argon,9,2525.69,IV,yes
1011,Argon,10,2534.709,II,yes
1012,Argon,15,2562.087,II,yes
1013,Argon,12,2562.17,IV,yes
1014,Argon,10,2568.07,IV,yes
1015,Argon,7,2569.53,IV,yes
1016,Argon,12,2599.47,IV,yes
1017,Argon,10,2608.06,IV,yes
1018,Argon,7,2608.44,IV,yes
1019,Argon,12,2615.68,IV,yes
1020,Argon,6,2619.98,IV,yes
1021,Argon,12,2621.36,IV,yes
1022,Argon,12,2624.92,IV,yes
1023,Argon,7,2631.90,III,yes
1024,Argon,15,2640.34,IV,yes
1025,Argon,10,2654.63,III,yes
1026,Argon,8,2674.02,III,yes
1027,Argon,9,2678.38,III,yes
1028,Argon,9,2682.63,IV,yes
1029,Argon,10,2724.84,III,yes
1030,Argon,14,2757.92,IV,yes
1031,Argon,7,2762.23,III,yes
1032,Argon,10,2776.26,IV,yes
1033,Argon,12,2784.47,IV,yes
1034,Argon,14,2788.96,IV,yes
1035,Argon,7,2797.11,IV,yes
1036,Argon,16,2809.44,IV,yes
1037,Argon,10,2830.25,IV,yes
1038,Argon,7,2842.88,III,yes
1039,Argon,8,2855.29,III,yes
1040,Argon,6,2874.40,IV,yes
1041,Argon,9,2884.12,III,yes
1042,Argon,25,2891.612,II,yes
1043,Argon,12,2913.00,IV,yes
1044,Argon,11,2926.33,IV,yes
1045,Argon,200,2942.893,II,yes
1046,Argon,100,2979.050,II,yes
1047,Argon,10,3010.02,III,yes
1048,Argon,12,3024.05,III,yes
1049,Argon,50,3033.508,II,yes
1050,Argon,6,3037.98,IV,yes
1051,Argon,12,3054.82,III,yes
1052,Argon,10,3064.77,III,yes
1053,Argon,8,3077.40,IV,yes
1054,Argon,10,3078.15,III,yes
1055,Argon,50,3093.402,II,yes
1056,Argon,7,3110.41,III,yes
1057,Argon,7,3127.90,III,yes
1058,Argon,8,3200.37,I,yes
1059,Argon,20,3243.689,II,yes
1060,Argon,25,3285.85,III,yes
1061,Argon,25,3293.640,II,yes
1062,Argon,20,3301.88,III,yes
1063,Argon,20,3307.228,II,yes
1064,Argon,15,3311.25,III,yes
1065,Argon,7,3319.34,I,yes
1066,Argon,7,3323.59,III,yes
1067,Argon,25,3336.13,III,yes
1068,Argon,20,3344.72,III,yes
1069,Argon,25,3350.924,II,yes
1070,Argon,15,3358.49,III,yes
1071,Argon,7,3361.28,III,yes
1072,Argon,7,3373.47,I,yes
1073,Argon,25,3376.436,II,yes
1074,Argon,25,3388.531,II,yes
1075,Argon,15,3391.85,III,yes
1076,Argon,7,3393.73,I,yes
1077,Argon,7,3417.49,III,yes
1078,Argon,9,3424.25,III,yes
1079,Argon,8,3438.04,III,yes
1080,Argon,7,3461.07,I,yes
1081,Argon,9,3471.32,III,yes
1082,Argon,70,3476.747,II,yes
1083,Argon,20,3478.232,II,yes
1084,Argon,20,3480.55,III,yes
1085,Argon,50,3491.244,II,yes
1086,Argon,100,3491.536,II,yes
1087,Argon,12,3499.67,III,yes
1088,Argon,15,3503.58,III,yes
1089,Argon,70,3509.778,II,yes
1090,Argon,8,3511.12,III,yes
1091,Argon,70,3514.388,II,yes
1092,Argon,70,3545.596,II,yes
1093,Argon,70,3545.845,II,yes
1094,Argon,7,3554.306,I,yes
1095,Argon,100,3559.508,II,yes
1096,Argon,100,3561.030,II,yes
1097,Argon,70,3576.616,II,yes
1098,Argon,25,3581.608,II,yes
1099,Argon,50,3582.355,II,yes
1100,Argon,70,3588.441,II,yes
1101,Argon,7,3606.522,I,yes
1102,Argon,25,3622.138,II,yes
1103,Argon,20,3639.833,II,yes
1104,Argon,35,3718.206,II,yes
1105,Argon,70,3729.309,II,yes
1106,Argon,50,3737.889,II,yes
1107,Argon,150,3765.270,II,yes
1108,Argon,50,3766.119,II,yes
1109,Argon,20,3770.369,I,yes
1110,Argon,20,3770.520,II,yes
1111,Argon,25,3780.840,II,yes
1112,Argon,20,3795.37,III,yes
1113,Argon,25,3803.172,II,yes
1114,Argon,50,3809.456,II,yes
1115,Argon,7,3834.679,I,yes
1116,Argon,70,3850.581,II,yes
1117,Argon,10,3858.32,III,yes
1118,Argon,35,3868.528,II,yes
1119,Argon,7,3907.84,III,yes
1120,Argon,35,3925.719,II,yes
1121,Argon,50,3928.623,II,yes
1122,Argon,25,3932.547,II,yes
1123,Argon,70,3946.097,II,yes
1124,Argon,7,3947.505,I,yes
1125,Argon,35,3948.979,I,yes
1126,Argon,8,3960.53,III,yes
1127,Argon,20,3979.356,II,yes
1128,Argon,35,3994.792,II,yes
1129,Argon,50,4013.857,II,yes
1130,Argon,6,4023.60,III,yes
1131,Argon,50,4033.809,II,yes
1132,Argon,20,4035.460,II,yes
1133,Argon,150,4042.894,II,yes
1134,Argon,50,4044.418,I,yes
1135,Argon,100,4052.921,II,yes
1136,Argon,200,4072.005,II,yes
