element,sp_num,obs_wl_air(A),unc_obs_wl,Grade,blank,intensity,intensity flags,Use
Ar,2,6201.1002,0.0008,,,243.0,,N
Ar,2,6206.463,0.008,,,27.0,,N
Ar,2,6208.935,0.008,,,54.0,,N
Ar,2,6210.42,0.008,,,27.0,,N
Ar,1,6212.503,0.01,D+,,270.0,,Y
Ar,1,6215.938,0.01,D+,,135.0,,Y
Ar,2,6232.892,0.008,,,54.0,,N
Ar,2,6234.57,0.02,,,27.0,p,N
Ar,2,6239.712,0.0008,D,,216.0,,N
Ar,2,6243.1199,0.0001,B,,2403.0,,N
Ar,2,6249.975,0.008,,,27.0,,N
Ar,2,6273.15,0.02,,,0.0,h,N
Ar,2,6277.425,0.008,,,54.0,,N
Ar,2,6281.12,0.02,,,0.0,,N
Ar,2,6282.823,0.008,,,27.0,,N
Ar,2,6294.5,0.02,,,13.5,,N
Ar,2,6295.446,0.008,,,54.0,,N
Ar,1,6296.872,0.01,D+,,189.0,,N
Ar,1,6307.657,0.01,D+,,405.0,,Y
Ar,2,6315.4,0.02,,,27.0,,N
Ar,2,6323.735,0.008,,,81.0,,N
Ar,2,6324.16,0.02,,,27.0,p*,N
Ar,2,6324.16,0.02,,,27.0,p*,N
Ar,2,6324.4151,0.0012,,,324.0,,N
Ar,2,6326.117,0.008,,,54.0,*,N
Ar,2,6326.117,0.008,,,54.0,*,N
Ar,2,6328.474,0.008,,,27.0,,N
Ar,2,6332.499,0.008,,,135.0,,N
Ar,2,6332.832,0.008,,,27.0,,N
Ar,2,6333.147,0.002,,,162.0,,N
Ar,2,6337.13,0.02,,,0.0,,N
Ar,2,6339.897,0.008,,,81.0,,N
Ar,2,6348.2272,0.0019,,,189.0,,N
Ar,2,6348.601,0.008,,,54.0,,N
Ar,2,6357.025,0.003,,,189.0,,N
Ar,2,6357.6776,0.0008,,,216.0,,N
Ar,2,6365.44,0.008,,,27.0,,N
Ar,2,6369.128,0.008,,,54.0,,N
Ar,1,6369.575,0.01,D+,,189.0,,N
Ar,2,6373.19,0.02,,,0.0,,N
Ar,2,6375.945,0.008,,,81.0,,N
Ar,2,6382.696,0.008,,,81.0,,N
Ar,2,6383.0967,0.0008,,,135.0,,N
Ar,1,6384.717,0.01,C,,540.0,,Y
Ar,2,6388.341,0.003,,,135.0,,N
Ar,2,6391.117,0.008,,,54.0,,N
Ar,2,6393.802,0.006,,,189.0,bl,N
Ar,2,6394.729,0.003,,,189.0,,N
Ar,2,6396.6084,0.0016,,,297.0,,N
Ar,2,6397.184,0.008,,,54.0,,N
Ar,2,6399.2085,0.0008,C,,486.0,,N
Ar,2,6403.0123,0.0015,,,297.0,,N
Ar,2,6408.909,0.004,,,189.0,,N
Ar,1,6416.307,0.01,C,,1890.0,,Y
Ar,2,6417.417,0.008,,,27.0,,N
Ar,2,6418.3696,0.0019,,,270.0,,N
Ar,2,6422.894,0.003,,,189.0,,N
Ar,2,6424.144,0.008,,,27.0,,N
Ar,2,6431.556,0.002,,,162.0,,N
Ar,2,6433.683,0.008,,,27.0,,N
Ar,5,6435.1,0.1,C,,-2673.0,*,N
Ar,5,6435.1,0.1,D,,-2673.0,*,N
Ar,2,6437.6013,0.0011,E,,297.0,,N
Ar,2,6441.8981,0.0013,,,324.0,,N
Ar,2,6443.8591,0.0016,,,324.0,,N
Ar,2,6456.489,0.008,,,81.0,,N
Ar,2,6457.71,0.02,,,0.0,*,N
Ar,2,6457.71,0.02,,,0.0,*,N
Ar,2,6458.403,0.008,,,54.0,,N
Ar,2,6468.047,0.002,,,216.0,,N
Ar,2,6472.428,0.004,,,162.0,,N
Ar,2,6475.312,0.008,,,108.0,,N
Ar,2,6480.085,0.008,,,54.0,,N
Ar,2,6483.0825,0.0001,C+,,3240.0,,N
Ar,2,6487.444,0.008,,,27.0,*,N
Ar,2,6487.444,0.008,,,27.0,*,N
Ar,2,6489.85,0.02,,,0.0,,N
Ar,2,6500.2151,0.0008,C+,,135.0,,N
Ar,2,6501.3608,0.0008,,,162.0,,N
Ar,2,6502.157,0.008,,,81.0,,N
Ar,2,6506.138,0.008,,,81.0,,N
Ar,2,6508.174,0.004,,,162.0,,N
Ar,2,6509.089,0.008,D,,162.0,,N
Ar,2,6532.927,0.008,,,54.0,,N
Ar,2,6538.0451,0.0008,,,540.0,,N
Ar,1,6538.112,0.01,D+,,405.0,,Y
Ar,2,6540.409,0.008,,,54.0,,N
Ar,2,6547.35,0.008,,,81.0,,N
Ar,2,6551.498,0.008,,,81.0,,N
Ar,2,6557.724,0.008,,,54.0,,N
Ar,2,6564.17,0.008,,,81.0,p,N
Ar,1,6604.853,0.01,D,,405.0,,Y
Ar,2,6608.26,0.04,,,27.0,bl?,N
Ar,2,6611.196,0.008,,,54.0,,N
Ar,2,6614.349,0.004,,,162.0,,N
Ar,2,6620.965,0.002,,,216.0,,N
Ar,2,6623.15,0.02,,,0.0,,N
Ar,2,6636.2,0.02,,,0.0,h,N
Ar,2,6638.2202,0.0001,A,,4077.0,,N
Ar,2,6639.7403,0.0002,A,,2511.0,,N
Ar,2,6643.6973,0.0001,B,,7263.0,,N
Ar,2,6653.583,0.008,,,27.0,,N
Ar,2,6657.499,0.016,,,54.0,bl,N
Ar,1,6660.676,0.01,D,,135.0,,Y
Ar,1,6664.051,0.01,D+,,135.0,,Y
Ar,2,6666.3587,0.0001,B,,3159.0,,N
Ar,1,6677.282,0.01,B,,2700.0,,Y
Ar,2,6684.2924,0.0001,B+,,5508.0,,N
Ar,2,6695.71,0.02,,,13.5,,N
Ar,2,6696.296,0.008,,,108.0,,N
Ar,1,6752.834,0.01,C,,4050.0,,Y
Ar,1,6756.163,0.01,D+,,135.0,,Y
Ar,2,6756.5522,0.0005,B,,864.0,,N
Ar,1,6766.612,0.01,D+,,405.0,,Y
Ar,2,6799.288,0.008,,,81.0,,N
Ar,2,6808.5312,0.0009,C,,405.0,,N
Ar,2,6818.371,0.008,,,216.0,,N
Ar,2,6832.91,0.02,,,0.0,,N
Ar,2,6839.584,0.008,,,108.0,,N
Ar,2,6846.54,0.008,,,27.0,,N
Ar,2,6856.06,0.02,,,13.5,h,N
Ar,2,6861.2689,0.0001,C,,3024.0,,N
Ar,2,6863.5347,0.0004,B,,945.0,,N
Ar,2,6869.25,0.02,,,13.5,h?,N
Ar,1,6871.289,0.01,C,,4050.0,,Y
Ar,2,6875.55,0.02,,,13.5,h,N
Ar,1,6879.582,0.01,D+,,135.0,,Y
Ar,2,6886.6118,0.0007,B,,702.0,,N
Ar,1,6888.174,0.01,D+,,270.0,,Y
Ar,2,6892.62,0.02,,,0.0,h,N
Ar,2,6900.88,0.008,,,54.0,,N
Ar,2,6904.46,0.02,,,13.5,,N
Ar,2,6911.76,0.02,,,0.0,,N
Ar,11,6916.878,0.012,M1,,-2673.0,--,N
Ar,1,6937.664,0.01,C,,1350.0,,Y
Ar,1,6951.478,0.01,D,,189.0,,Y
Ar,1,6960.25,0.01,D,,189.0,,Y
Ar,1,6965.431,0.01,B+,,270000.0,,Y
Ar,2,6985.708,0.008,,,27.0,,N
Ar,2,6990.122,0.008,C+,,135.0,,N
Ar,2,7001.44,0.02,,,13.5,,N
Ar,5,7005.87,0.07,D,,-2673.0,*,N
Ar,5,7005.87,0.07,C,,-2673.0,*,N
Ar,1,7030.251,0.01,C,,4050.0,,Y
Ar,2,7050.69,0.02,,,13.5,,N
Ar,2,7054.993,0.008,,,81.0,,N
Ar,1,7067.218,0.01,B,,270000.0,,Y
Ar,1,7068.736,0.01,D+,,2700.0,,Y
Ar,2,7077.024,0.008,C+,,135.0,,N
Ar,2,7090.56,0.008,,,27.0,,N
Ar,2,7101.19,0.008,,,27.0,,N
Ar,2,7103.11,0.02,,,13.5,,N
Ar,1,7107.478,0.01,D+,,675.0,,Y
Ar,2,7121.737,0.003,E,,162.0,,N
Ar,1,7125.82,0.01,D+,,675.0,,Y
Ar,3,7135.8,0.04,C,,-2673.0,*,N
Ar,3,7135.8,0.04,D,,-2673.0,*,N
Ar,1,7147.042,0.01,B,,27000.0,,Y
Ar,1,7158.839,0.01,D+,,405.0,,Y
Ar,4,7170.62,0.1,C,,-2673.0,*,N
Ar,4,7170.62,0.1,C,,-2673.0,*,N
Ar,2,7182.098,0.008,,,54.0,,N
Ar,2,7187.15,0.02,,,0.0,,N
Ar,1,7206.98,0.01,C,,1890.0,,Y
Ar,2,7233.5341,0.0009,C+,,621.0,,N
Ar,4,7237.26,0.3,C,,-2673.0,*,N
Ar,4,7237.26,0.3,C,,-2673.0,*,N
Ar,2,7249.45,0.02,,,13.5,,N
Ar,4,7262.76,0.3,C,,-2673.0,*,N
Ar,4,7262.76,0.3,C,,-2673.0,*,N
Ar,1,7265.172,0.01,D,,405.0,,Y
Ar,1,7270.664,0.01,D,,189.0,,Y
Ar,1,7272.936,0.01,B+,,54000.0,,Y
Ar,2,7280.454,0.008,,,54.0,,N
Ar,2,7284.232,0.003,,,189.0,,N
Ar,2,7298.15,0.02,,,13.5,,N
Ar,1,7311.716,0.01,D+,,945.0,,Y
Ar,1,7316.005,0.01,D+,,675.0,,Y
Ar,2,7348.0495,0.0016,,,432.0,,N
Ar,1,7350.814,0.01,D+,,135.0,,Y
Ar,1,7353.293,0.01,D+,,1890.0,,Y
Ar,2,7355.18,0.008,,,54.0,,N
Ar,2,7358.338,0.008,C,,54.0,,N
Ar,1,7372.118,0.01,D+,,5400.0,,Y
Ar,2,7380.4229,0.0005,C+,,1188.0,,N
Ar,1,7383.98,0.01,B,,270000.0,,Y
Ar,1,7392.98,0.01,D+,,540.0,,Y
Ar,1,7412.337,0.01,D+,,405.0,,Y
Ar,2,7419.341,0.008,,,27.0,,N
Ar,1,7425.294,0.01,D,,270.0,,Y
Ar,2,7428.574,0.008,,,54.0,,N
Ar,1,7435.368,0.01,D+,,675.0,,Y
Ar,1,7436.297,0.01,D,,270.0,,Y
Ar,2,7440.491,0.008,,,108.0,,N
Ar,2,7455.996,0.008,,,54.0,,N
Ar,1,7503.869,0.01,B,,540000.0,,Y
Ar,2,7505.153,0.008,,,27.0,,N
Ar,1,7514.652,0.01,B,,405000.0,,Y
Ar,2,7589.3152,0.0003,B,,1944.0,,N
Ar,2,7618.03,0.02,,,27.0,,N
Ar,1,7635.106,0.01,B,,675000.0,,Y
Ar,2,7654.031,0.008,,,54.0,,N
Ar,2,7680.948,0.008,,,54.0,,N
Ar,2,7681.49,0.02,,,27.0,,N
Ar,2,7683.458,0.008,,,27.0,,N
Ar,1,7723.761,0.01,B+,,405000.0,,Y
Ar,1,7724.207,0.01,B+,,270000.0,,Y
Ar,2,7742.42,0.02,,,27.0,,N
Ar,3,7751.06,0.1,D,,-2673.0,*,N
Ar,3,7751.06,0.1,C,,-2673.0,*,N
Ar,2,7753.28,0.02,,,27.0,,N
Ar,2,7753.66,0.02,,,0.0,,N
Ar,2,7757.003,0.008,,,27.0,,N
Ar,2,7795.41,0.008,,,54.0,,N
Ar,2,7802.252,0.008,,,27.0,,N
Ar,2,7837.77,0.02,,,0.0,,N
Ar,2,7839.25,0.02,,,0.0,,N
Ar,2,7846.555,0.008,,,54.0,,N
Ar,2,7849.409,0.004,,,243.0,,N
Ar,1,7891.075,0.01,C,,270.0,,Y
Ar,2,7894.67,0.02,,,13.5,,N
Ar,2,7904.77,0.008,,,54.0,,N
Ar,2,7915.813,0.008,,,27.0,,N
Ar,2,7927.35,0.02,,,54.0,hp,N
Ar,2,7940.47,0.04,,,27.0,bli,N
Ar,2,7943.51,0.02,,,13.5,,N
Ar,1,7948.176,0.01,B,,540000.0,,Y
Ar,2,7983.61,0.02,,,27.0,h,N
Ar,2,7992.9,0.02,,,27.0,,N
Ar,1,8006.157,0.01,C+,,540000.0,,Y
Ar,1,8014.786,0.01,B,,675000.0,,Y
Ar,2,8017.528,0.001,C,,513.0,,N
Ar,2,8034.625,0.008,,,27.0,,N
Ar,2,8036.857,0.003,,,216.0,,N
Ar,2,8043.76,0.02,,,13.5,h,N
Ar,2,8044.308,0.008,,,54.0,,N
Ar,1,8053.308,0.01,C,,189.0,,Y
Ar,2,8066.06,0.02,,,0.0,h?,N
Ar,2,8083.75,0.02,,,27.0,h,N
Ar,2,8086.13,0.02,,,0.0,?,N
Ar,1,8103.693,0.01,B+,,540000.0,,Y
Ar,2,8103.6931,0.0002,,,324621.0,rbl,N
Ar,2,8110.65,0.02,,,27.0,,N
Ar,1,8115.311,0.01,B,,945000.0,,Y
Ar,2,8150.647,0.008,,,27.0,,N
Ar,2,8165.405,0.008,,,81.0,,N
Ar,2,8182.79,0.008,,,0.0,,N
Ar,2,8190.258,0.008,,,27.0,,N
Ar,2,8192.14,0.02,,,0.0,,N
Ar,2,8217.817,0.008,,,27.0,,N
Ar,2,8259.521,0.008,,,54.0,,N
Ar,1,8264.522,0.01,B+,,270000.0,,Y
Ar,2,8296.723,0.008,,,27.0,,N
Ar,2,8327.907,0.008,,,54.0,,N
Ar,2,8332.95,0.02,,,0.0,,N
Ar,2,8338.384,0.008,,,27.0,,N
Ar,13,8340.0,3.0,,,-2673.0,--,N
Ar,2,8342.63,0.008,,,27.0,,N
Ar,2,8345.183,0.008,,,54.0,,N
Ar,2,8346.42,0.008,,,27.0,,N
Ar,2,8360.29,0.02,,,0.0,,N
Ar,2,8363.074,0.008,,,54.0,,N
Ar,2,8375.49,0.02,,,0.0,?*,N
Ar,2,8375.49,0.02,,,0.0,?*,N
Ar,2,8376.079,0.008,,,54.0,,N
Ar,1,8392.27,0.1,,,540.0,,Y
Ar,2,8395.724,0.003,,,216.0,,N
Ar,1,8408.21,0.01,B+,,405000.0,,Y
Ar,2,8411.88,0.02,,,27.0,,N
Ar,2,8415.73,0.005,,,189.0,,N
Ar,1,8424.648,0.01,B+,,540000.0,,Y
Ar,2,8500.997,0.008,,,54.0,,N
Ar,1,8521.442,0.01,B,,405000.0,,Y
Ar,2,8547.023,0.008,,,108.0,,N
Ar,2,8562.55,0.008,,,54.0,,N
Ar,2,8565.34,0.04,,,27.0,hsbl?,N
Ar,2,8585.262,0.008,,,81.0,,N
Ar,2,8592.624,0.008,,,81.0,,N
Ar,2,8604.017,0.003,,,189.0,,N
Ar,1,8605.776,0.01,C,,189.0,,Y
Ar,2,8607.611,0.008,,,54.0,,N
Ar,2,8623.805,0.003,,,189.0,,N
Ar,2,8631.102,0.008,,,27.0,,N
Ar,2,8636.78,0.02,,,0.0,h?*,N
Ar,2,8636.78,0.02,,,0.0,h?*,N
Ar,2,8650.45,0.02,,,0.0,wh,N
Ar,2,8657.39,0.008,,,27.0,,N
Ar,1,8667.944,0.01,B,,121500.0,,Y
Ar,2,8674.767,0.008,,,27.0,,N
Ar,2,8680.99,0.02,,,0.0,,N
Ar,2,8693.086,0.008,,,54.0,,N
Ar,2,8716.947,0.008,,,27.0,,N
Ar,2,8719.374,0.008,,,81.0,,N
Ar,2,8754.009,0.008,,,54.0,,N
Ar,2,8768.215,0.008,,,27.0,,N
Ar,2,8771.8602,0.0002,,,4266.0,,N
Ar,2,8780.698,0.003,,,216.0,,N
Ar,2,8788.39,0.02,,,0.0,,N
Ar,2,8790.555,0.008,,,27.0,,N
Ar,2,8796.1407,0.0015,,,351.0,,N
Ar,2,8803.86,0.008,,,27.0,,N
Ar,2,8838.009,0.008,,,27.0,,N
Ar,2,8842.527,0.008,,,27.0,,N
Ar,1,8849.91,0.1,,,4860.0,,Y
Ar,2,8850.695,0.008,,,27.0,,N
Ar,2,8867.17,0.008,,,54.0,,N
Ar,2,8870.216,0.008,,,27.0,,N
Ar,2,8873.73,0.02,,,0.0,,N
Ar,2,8890.1495,0.001,,,594.0,,N
Ar,2,8895.144,0.008,,,27.0,,N
Ar,2,8899.2982,0.0017,,,297.0,,N
Ar,2,8904.512,0.008,,,27.0,,N
Ar,2,8905.656,0.0003,,,1836.0,,N
Ar,2,8915.522,0.008,,,27.0,,N
Ar,2,8920.19,0.006,,,270.0,bl,N
Ar,2,8926.074,0.008,C+,,81.0,,N
Ar,2,8926.819,0.008,,,27.0,,N
Ar,2,8931.3307,0.0006,,,864.0,,N
Ar,2,8935.448,0.008,,,27.0,,N
Ar,2,8937.53,0.008,,,27.0,,N
Ar,2,8966.88,0.02,,,0.0,,N
Ar,2,8968.9495,0.0015,,,378.0,,N
Ar,2,8971.364,0.0003,,,1593.0,,N
Ar,2,8986.6158,0.0004,,,1620.0,,N
Ar,2,8995.8638,0.0003,,,1674.0,,N
Ar,2,8997.808,0.0006,,,837.0,,N
Ar,2,9001.77,0.02,,,0.0,,N
Ar,2,9007.9,0.02,,,13.5,,N
Ar,2,9008.4569,0.0002,,,2349.0,,N
Ar,2,9014.938,0.01,,,27.0,,N
Ar,2,9017.5916,0.0002,,,2754.0,,N
Ar,2,9018.22,0.02,,,13.5,,N
Ar,2,9022.3,0.02,,,0.0,,N
Ar,2,9031.35,0.02,,,27.0,,N
Ar,2,9035.9204,0.0011,,,513.0,,N
Ar,2,9051.229,0.004,,,189.0,,N
Ar,2,9060.7463,0.0004,,,1350.0,,N
Ar,2,9068.023,0.0005,,,1188.0,,N
Ar,1,9075.394,0.01,D,,540.0,,Y
Ar,2,9079.7072,0.0015,,,405.0,,N
Ar,2,9095.1026,0.0003,,,1836.0,,N
Ar,2,9098.5743,0.0005,,,1080.0,,N
Ar,2,9106.5624,0.0002,,,2754.0,,N
Ar,2,9114.348,0.003,,,162.0,,N
Ar,1,9122.967,0.01,B,,945000.0,,Y
Ar,2,9138.49,0.02,,,0.0,h,N
Ar,2,9150.82,0.02,E,,27.0,,N
Ar,2,9151.54,0.02,,,0.0,,N
Ar,2,9156.0492,0.0007,,,729.0,,N
Ar,2,9159.0316,0.0012,,,459.0,,N
Ar,2,9168.917,0.01,,,27.0,,N
Ar,2,9191.185,0.004,,,189.0,,N
Ar,2,9192.5919,0.0007,,,837.0,,N
Ar,1,9194.638,0.01,C,,14850.0,,Y
Ar,2,9210.39,0.02,,,27.0,,N
Ar,2,9218.9849,0.0006,,,1026.0,,N
Ar,2,9222.2677,0.0019,,,270.0,,N
Ar,1,9224.499,0.01,B,,405000.0,,Y
Ar,2,9252.633,0.003,,,270.0,,N
Ar,2,9258.772,0.002,,,270.0,,N
Ar,2,9279.7099,0.0008,,,702.0,,N
Ar,1,9291.531,0.01,C,,10800.0,,Y
Ar,2,9305.87,0.02,,,27.0,,N
Ar,2,9313.51,0.02,,,27.0,,N
Ar,2,9331.05,0.02,,,27.0,,N
Ar,2,9335.98,0.02,,,0.0,,N
Ar,2,9344.803,0.002,,,189.0,,N
Ar,1,9354.22,0.01,B,,43200.0,,Y
Ar,2,9360.466,0.01,,,27.0,l,N
Ar,2,9374.163,0.01,,,81.0,,N
Ar,2,9392.01,0.02,,,0.0,?,N
Ar,2,9394.91,0.02,,,13.5,,N
Ar,2,9396.9,0.02,,,0.0,,N
Ar,2,9418.582,0.01,E,,27.0,,N
Ar,2,9420.4762,0.0004,,,1593.0,,N
Ar,2,9436.23,0.002,,,351.0,,N
Ar,2,9453.2,0.02,,,13.5,,N
Ar,2,9466.81,0.02,,,0.0,,N
Ar,2,9468.28,0.02,,,13.5,,N
Ar,2,9475.2495,0.0006,,,945.0,,N
Ar,2,9480.877,0.003,,,189.0,,N
Ar,2,9490.98,0.02,,,13.5,,N
Ar,2,9500.46,0.02,,,0.0,,N
Ar,2,9504.16,0.02,,,13.5,*,N
Ar,2,9504.16,0.02,,,13.5,*,N
Ar,2,9508.44,0.01,,,81.0,,N
Ar,2,9517.76,0.02,,,0.0,,N
Ar,2,9524.04,0.02,,,13.5,,N
Ar,2,9526.39,0.02,,,27.0,,N
Ar,2,9535.655,0.0006,,,918.0,,N
Ar,2,9540.6651,0.0006,,,1026.0,,N
Ar,2,9553.6308,0.0006,,,972.0,,N
Ar,2,9566.84,0.02,,,0.0,,N
Ar,2,9576.31,0.02,,,0.0,,N
Ar,2,9586.989,0.002,,,270.0,,N
Ar,2,9599.325,0.01,,,54.0,,N
Ar,2,9601.925,0.0003,,,2970.0,,N
Ar,2,9610.38,0.02,,,13.5,,N
Ar,2,9612.508,0.01,,,54.0,*,N
Ar,2,9612.508,0.01,,,54.0,*,N
Ar,2,9619.5765,0.0004,,,1512.0,*,N
Ar,2,9619.5765,0.0004,,,1512.0,*,N
Ar,2,9622.0663,0.0003,,,1836.0,,N
Ar,2,9623.2363,0.0012,,,513.0,,N
Ar,2,9630.89,0.02,,,0.0,,N
Ar,2,9638.41,0.02,,,0.0,?,N
Ar,2,9641.1882,0.0012,,,405.0,,N
Ar,2,9643.3151,0.0016,,,378.0,,N
Ar,2,9655.9725,0.0003,,,2295.0,,N
Ar,1,9657.786,0.01,B,,675000.0,,Y
Ar,2,9669.27,0.02,,,0.0,,N
Ar,2,9675.21,0.02,,,13.5,,N
Ar,2,9676.285,0.0018,,,1215.0,bl,N
Ar,2,9678.8084,0.0005,,,1350.0,,N
Ar,2,9682.219,0.003,,,162.0,,N
Ar,2,9684.16,0.02,,,0.0,,N
Ar,2,9701.515,0.01,,,27.0,,N
Ar,2,9701.963,0.003,,,270.0,,N
Ar,2,9708.59,0.02,,,13.5,,N
Ar,2,9711.768,0.002,,,324.0,,N
Ar,2,9713.1108,0.0011,,,540.0,,N
Ar,2,9713.77,0.02,,,0.0,,N
Ar,2,9726.582,0.005,,,135.0,,N
Ar,2,9730.06,0.02,,,0.0,,N
Ar,2,9734.555,0.0016,,,378.0,,N
Ar,2,9739.7684,0.0009,,,756.0,,N
Ar,2,9743.4566,0.0006,,,2511.0,bl,N
Ar,2,9750.135,0.0005,,,1377.0,,N
Ar,2,9756.1415,0.0003,,,2295.0,,N
Ar,2,9758.6365,0.0003,,,2889.0,,N
Ar,2,9761.851,0.002,,,270.0,,N
Ar,2,9771.83,0.003,,,270.0,,N
Ar,2,9773.5674,0.0003,,,3024.0,,N
Ar,2,9783.0786,0.0006,,,2754.0,bl,N
Ar,1,9784.503,0.01,B,,121500.0,,Y
Ar,2,9793.2307,0.0008,,,756.0,,N
Ar,2,9802.0204,0.0012,,,972.0,bl,N
Ar,2,9803.6898,0.0003,,,2754.0,,N
Ar,2,9814.421,0.0007,,,756.0,,N
Ar,2,9817.1,0.02,,,0.0,,N
Ar,2,9819.174,0.003,,,243.0,,N
Ar,2,9824.6399,0.0013,,,540.0,,N
Ar,2,9825.832,0.003,,,216.0,,N
Ar,2,9829.856,0.01,,,81.0,,N
Ar,2,9837.1699,0.001,,,567.0,,N
Ar,2,9849.4582,0.0003,,,3564.0,,N
Ar,2,9854.061,0.0003,,,3483.0,,N
Ar,2,9887.14,0.02,,,0.0,?,N
Ar,2,9900.64,0.02,,,0.0,,N
Ar,2,9904.29,0.02,,,27.0,,N
Ar,2,9905.8859,0.0003,,,2349.0,,N
Ar,2,9906.3917,0.0003,,,1863.0,,N
Ar,2,9909.7166,0.002,,,297.0,,N
Ar,2,9914.238,0.002,,,351.0,,N
Ar,2,9916.1552,0.0006,,,2133.0,bl,N
Ar,2,9928.8329,0.0016,,,540.0,,N
Ar,2,9931.6788,0.0012,,,567.0,,N
Ar,2,9935.046,0.01,,,27.0,,N
Ar,2,9949.1504,0.0003,,,1836.0,,N
Ar,2,9951.0886,0.0007,,,891.0,,N
Ar,2,9952.8051,0.0004,,,1458.0,,N
Ar,2,9958.22,0.02,,,0.0,,N
Ar,2,9962.314,0.01,,,27.0,,N
Ar,2,9965.416,0.003,,,216.0,,N
Ar,2,9967.0431,0.0003,,,2403.0,,N
Ar,2,9972.336,0.003,,,243.0,,N
Ar,2,9975.9428,0.0019,,,297.0,,N
Ar,2,9977.8274,0.0004,,,1836.0,,N
Ar,2,9988.39,0.02,,,27.0,,N
Ar,2,9989.02,0.02,,,27.0,,N
Ar,2,9993.8629,0.0003,,,3915.0,,N
Ar,2,9994.0122,0.0017,,,405.0,,N
Ar,2,10013.0962,0.0013,,,432.0,,N
Ar,2,10013.401,0.003,,,189.0,,N
Ar,2,10022.285,0.0003,,,3159.0,,N
Ar,2,10035.96,0.02,,,13.5,,N
Ar,1,10052.06,0.1,,,4860.0,,Y
Ar,2,10083.81,0.02,,,0.0,,N
Ar,2,10093.0072,0.0014,,,567.0,,N
Ar,2,10099.25,0.03,,,0.0,?,N
Ar,2,10110.6686,0.0014,,,513.0,,N
Ar,2,10111.5923,0.0003,,,6183.0,,N
Ar,2,10138.4117,0.0014,,,486.0,,N
Ar,2,10145.96,0.03,,,13.5,,N
Ar,2,10163.8648,0.0019,,,351.0,,N
Ar,2,10193.02,0.03,,,0.0,,N
Ar,2,10193.72,0.03,,,13.5,,N
Ar,2,10203.396,0.004,,,297.0,,N
Ar,2,10203.928,0.003,,,243.0,,N
Ar,2,10221.0011,0.0005,,,1377.0,,N
Ar,2,10230.8561,0.0005,,,1404.0,,N
Ar,2,10251.0093,0.0008,,,729.0,,N
Ar,2,10262.02,0.06,,,0.0,bl?,N
Ar,2,10268.2673,0.0004,,,1782.0,,N
Ar,2,10268.4401,0.0017,,,405.0,,N
Ar,2,10273.6987,0.0003,,,2889.0,,N
Ar,2,10275.84,0.03,,,0.0,,N
Ar,2,10277.3,0.03,,,0.0,?,N
Ar,2,10299.0887,0.0006,,,1161.0,,N
Ar,2,10305.635,0.0009,,,675.0,,N
Ar,2,10325.34,0.03,,,27.0,,N
Ar,2,10326.62,0.03,,,13.5,,N
Ar,1,10332.72,0.1,,,810.0,,Y
Ar,2,10365.96,0.03,,,0.0,h,N
Ar,2,10370.08,0.03,,,13.5,,N
Ar,2,10383.9,0.02,,,27.0,,N
Ar,2,10392.6187,0.0003,,,2349.0,,N
Ar,2,10401.5228,0.0007,,,1026.0,,N
Ar,2,10407.186,0.002,,,351.0,,N
Ar,2,10410.5476,0.0011,,,648.0,,N
Ar,2,10440.5079,0.0004,,,1863.0,,N
Ar,2,10442.5908,0.0013,,,540.0,,N
Ar,2,10447.781,0.0005,,,1323.0,,N
Ar,2,10467.1793,0.0003,,,16659.0,,N
Ar,1,10470.054,0.01,C+,,43200.0,,Y
Ar,1,10478.034,0.01,C,,351.0,,Y
Ar,2,10495.941,0.02,,,54.0,,N
Ar,2,10500.1998,0.0003,,,2457.0,,N
Ar,1,10506.5,0.1,C,,4860.0,,Y
Ar,2,10516.91,0.03,,,0.0,?,N
Ar,2,10519.5058,0.0003,,,4374.0,,N
Ar,2,10535.52,0.03,,,54.0,,N
Ar,2,10541.5663,0.0003,,,2565.0,,N
Ar,2,10549.126,0.003,,,243.0,,N
Ar,2,10555.931,0.003,,,297.0,,N
Ar,2,10580.83,0.03,,,54.0,,N
Ar,2,10607.69,0.03,,,0.0,,N
Ar,2,10613.995,0.0019,,,351.0,,N
Ar,2,10619.4663,0.0003,,,2403.0,,N
Ar,2,10637.378,0.003,,,297.0,,N
Ar,2,10638.1207,0.0003,,,3645.0,,N
Ar,2,10639.885,0.003,,,243.0,,N
Ar,2,10661.0079,0.0009,,,540.0,?,N
Ar,2,10664.54,0.03,,,13.5,,N
Ar,1,10673.565,0.01,D,,5400.0,,Y
Ar,1,10681.773,0.01,,,297.0,,Y
Ar,2,10683.0372,0.0014,,,540.0,,N
Ar,2,10720.53,0.02,,,27.0,,N
Ar,1,10733.87,0.1,,,810.0,,Y
Ar,1,10759.16,0.1,,,810.0,,Y
Ar,2,10764.3816,0.0003,,,3483.0,,N
Ar,2,10785.1355,0.0015,,,513.0,,N
Ar,2,10812.8968,0.0004,,,11799.0,,N
Ar,2,10816.49,0.003,,,297.0,,N
Ar,2,10817.8828,0.0016,,,405.0,,N
Ar,2,10829.4584,0.001,,,756.0,,N
Ar,2,10840.04,0.01,,,0.07019999999999998,,N
Ar,2,10867.3448,0.0006,,,1296.0,,N
Ar,2,10867.8848,0.0011,,,648.0,,N
