element,sp_num,obs_wl_air(A),unc_obs_wl,Grade,blank,intensity,intensity flags,Use
Th,2,2922.79791,0.00015,,,320.0,,Y
Th,2,2922.9866,0.0003,,,160.0,,Y
Th,2,2923.199,0.0012,,,29.0,,Y
Th,3,2923.90703,0.00015,,,390.0,,Y
Th,2,2923.9501,0.0012,,,37.0,,Y
Th,2,2924.10209,0.00017,,,260.0,,Y
Th,2,2924.228,0.0012,,,37.0,,Y
Th,2,2924.57042,0.00019,,,220.0,,Y
Th,2,2924.604,0.0012,,,7.0,,Y
Th,2,2925.05103,6e-05,,,2600.0,,Y
Th,1,2925.52627,0.00021,,,190.0,,Y
Th,3,2925.57576,0.0002,,,210.0,,Y
Th,2,2925.903,0.0012,,,23.0,,Y
Th,2,2926.349,0.0012,,,38.0,,Y
Th,2,2926.435,0.0012,,,76.0,,Y
Th,2,2926.831,0.0012,,,80.0,,Y
Th,2,2926.9561,0.0012,,,120.0,,Y
Th,2,2927.883,0.0012,,,39.0,,Y
Th,2,2928.25414,7e-05,,,1500.0,,Y
Th,3,2928.71311,0.00016,,,280.0,,Y
Th,2,2929.027,0.0012,,,7.0,,Y
Th,2,2929.29673,0.00014,,,440.0,,Y
Th,2,2930.1901,0.0012,,,39.0,,Y
Th,2,2930.2688,0.0003,,,100.0,,Y
Th,1,2930.7351,0.0009,,,6.0,,Y
Th,2,2930.9095,0.00011,,,590.0,,Y
Th,2,2931.045,0.0012,,,31.0,,Y
Th,1,2931.281,0.0009,,,480.0,,Y
Th,2,2931.519,0.0012,,,31.0,,Y
Th,1,2931.663,0.0009,,,240.0,,Y
Th,2,2932.073,0.0012,,,23.0,,Y
Th,2,2932.1471,0.0012,,,400.0,,Y
Th,2,2932.293,0.0012,,,23.0,,Y
Th,3,2932.47122,9e-05,,,820.0,,Y
Th,2,2932.5182,0.0003,,,100.0,,Y
Th,2,2932.64304,0.0002,,,200.0,,Y
Th,2,2933.09731,0.00015,,,330.0,,Y
Th,2,2934.0121,0.0012,,,79.0,,Y
Th,2,2934.13435,0.00016,,,320.0,,Y
Th,2,2934.507,0.0012,,,39.0,,Y
Th,2,2934.578,0.0012,,,39.0,,Y
Th,2,2934.992,0.0012,,,1200.0,,Y
Th,2,2935.65663,0.00019,,,230.0,,Y
Th,2,2935.7496,0.0003,,,120.0,,Y
Th,2,2935.8116,0.0003,,,130.0,,Y
Th,1,2936.0845,0.0003,,,79.0,,Y
Th,2,2936.19204,0.00011,,,640.0,,Y
Th,2,2936.46769,9e-05,,,870.0,,Y
Th,1,2936.6171,0.0009,,,240.0,,Y
Th,1,2937.0951,0.0009,,,8.0,,Y
Th,2,2937.3599,0.0003,,,130.0,,Y
Th,2,2937.44108,0.00012,,,550.0,,Y
Th,2,2938.10467,0.00021,,,190.0,,Y
Th,3,2938.1804,0.0003,,,130.0,,Y
Th,2,2938.3361,0.0012,,,79.0,,Y
Th,2,2939.55513,0.00016,,,300.0,,Y
Th,2,2939.61509,0.00013,,,470.0,,Y
Th,1,2940.08775,0.00012,,,570.0,,Y
Th,2,2940.303,0.0012,,,77.0,,Y
Th,1,2940.432,0.0009,,,64.0,,Y
Th,2,2940.49937,0.00019,,,220.0,,Y
Th,2,2940.58797,0.00019,,,220.0,,Y
