element,sp_num,obs_wl_air(A),unc_obs_wl,intens,Aki(s^-1),Acc,Type,blank
Ne,2,3345.83041,0.00022,300,2.2e+07,D,,
Ne,7,3347.0,1.5,16,,,,
Ne,1,3351.7495,0.0010,250,1.08e+04,D,,
Ne,2,3353.5675,0.0013,140,1.2e+07,D,,
Ne,2,3355.01760,0.00017,400,1.3e+08,D,,
Ne,2,3356.3078,0.0006,180,2.0e+07,D,,
Ne,2,3357.81904,0.00023,240,5.0e+07,D,,
Ne,2,3360.271,0.003,180,8.6e+07,D,,
Ne,2,3360.597,0.003,400,8.2e+07,D,,
Ne,2,3362.16235,0.00023,240,,,,
Ne,2,3362.70673,0.00023,200,,,,
Ne,2,3362.9378,0.0006,180,3.5e+07,D,,
Ne,3,3366.10,0.10,120,1.7e+06,C,,
Ne,2,3366.985,0.003,60,3.5e+06,D,,
Ne,2,3367.21642,0.00023,240,1.0e+08,D,,
Ne,1,3369.8076,0.0005,5000,1.32e+05,C,,
Ne,1,3369.9069,0.0005,7000,7.1e+05,C,,
Ne,2,3371.799,0.003,200,2.2e+07,D,,
Ne,2,3374.0607,0.0003,160,3.0e+07,D,,
Ne,1,3375.6489,0.0005,500,2.20e+05,D+,,
Ne,2,3377.1543,0.0003,240,,,,
Ne,2,3378.21931,0.00017,1000,1.7e+08,D,,
Ne,2,3379.3209,0.0007,160,3.0e+07,D,,
Ne,2,3386.2017,0.0013,120,5.5e+06,D,,
Ne,2,3388.41693,0.00017,300,2.2e+08,D,,
Ne,2,3388.9431,0.0003,240,,,,
Ne,2,3390.5521,0.0014,140,7.7e+06,D,,
Ne,2,3392.607,0.003,160,1.4e+07,D,,
Ne,2,3392.80061,0.00017,600,4.4e+07,D,,
Ne,2,3393.183,0.003,120,2.2e+06,D,,
Ne,2,3397.866,0.003,100,,,,
Ne,2,3404.18,0.02,8,,,,
Ne,2,3404.82085,0.00023,200,1.9e+08,D,,
Ne,2,3406.94511,0.00023,240,2.3e+08,D,,
Ne,6,3409.7,0.8,90,,,,
Ne,2,3411.3604,0.0009,160,6.1e+07,D,,
Ne,2,3413.14530,0.00023,200,1.8e+08,D,,
Ne,2,3414.8886,0.0009,140,1.8e+06,D,,
Ne,2,3416.91258,0.00023,240,6.4e+07,D,,
Ne,2,3417.68703,0.00018,240,1.6e+08,D,,
Ne,1,3417.9031,0.0005,5000,8.7e+05,C,,
Ne,1,3418.0052,0.0011,500,2.78e+05,C,,
Ne,1,3423.9120,0.0005,500,1.00e+05,D+,,
Ne,6,3424.7,1.5,100,,,,
Ne,5,3425.87,0.02,*,3.9e-04,D,E2,
Ne,5,3425.87,0.02,*,3.82e-01,C,M1,
Ne,6,3427.6,0.7,170,,,,
Ne,2,3428.6850,0.0004,240,,,,
Ne,8,3433.7,1.5,500,,,,
Ne,7,3437.8,3.0,430bl,,,,
Ne,2,3438.935,0.003,180,1.4e+08,D,,
Ne,2,3440.7474,0.0012,140,3.5e+07,D,,
Ne,2,3441.9762,0.0017,100,,,,
Ne,2,3443.7065,0.0005,160,,,,
Ne,1,3447.7022,0.0005,2000,2.13e+06,C+,,
Ne,1,3450.7641,0.0005,500,4.70e+05,C,,
Ne,2,3453.0685,0.0004,160,4.6e+07,D,,
Ne,1,3454.1942,0.0005,1000,3.68e+06,C,,
Ne,2,3454.77204,0.00024,180,1.6e+08,D,,
Ne,2,3456.60816,0.00024,200,9.6e+07,D,,
Ne,2,3457.0079,0.0017,140,,,,
Ne,2,3457.084,0.003,140,9.9e+06,D,,
Ne,2,3459.31971,0.00024,200,1.6e+08,D,,
Ne,1,3460.5235,0.0005,1000,7.5e+05,C,,
Ne,2,3463.21,0.10,,2.8e+06,D,,
Ne,1,3464.3385,0.0005,1000,6.4e+05,C,,
Ne,1,3466.5781,0.0005,2000,1.25e+06,C,,
Ne,1,3472.5706,0.0005,5000,1.69e+06,C+,,
Ne,2,3475.240,0.010,60,1.2e+06,D,,
Ne,2,3477.6466,0.0004,160,4.3e+07,D,,
Ne,2,3479.5186,0.0004,300,1.6e+08,D,,
Ne,2,3480.71808,0.00017,400,1.6e+08,D,,
Ne,2,3481.93369,0.00017,400,1.4e+08,D,,
Ne,8,3483.0,3.0,100bl,,,,
Ne,8,3488.0,3.0,300bl*,,,,
Ne,8,3488.0,3.0,300bl*,,,,
Ne,8,3488.0,3.0,300bl*,,,,
Ne,8,3488.0,3.0,300bl*,,,,
Ne,8,3488.0,3.0,300bl*,,,,
Ne,8,3488.0,3.0,300bl*,,,,
Ne,8,3488.0,3.0,300bl*,,,,
Ne,1,3498.0632,0.0005,1000,4.84e+05,C,,
Ne,2,3500.879,0.010,40,,,,
Ne,1,3501.2154,0.0005,2000,1.20e+06,C,,
Ne,2,3503.5820,0.0002,180,2.0e+08,D,,
Ne,2,3507.3702,0.0014,180,,,,
Ne,2,3509.68,0.02,6,,,,
Ne,1,3510.7207,0.0005,500,2.51e+05,C,,
Ne,2,3511.580,0.010,180,,,,
Ne,1,3515.1900,0.0005,2000,6.7e+05,C,,
Ne,1,3520.4714,0.0005,10000,7.58e+06,C+,,
Ne,2,3522.722,0.003,40,2.3e+06,D,,
Ne,2,3525.51,0.02,24?,,,,
Ne,2,3535.10,0.02,4,,,,
Ne,2,3537.002,0.010,120,,,,
Ne,2,3537.9757,0.0006,140,7.6e+07,D,,
Ne,2,3538.26,0.10,,9.0e+05,D,,
Ne,2,3539.895,0.003,60,3.6e+06,D,,
Ne,2,3542.2406,0.0004,160,6.0e+07,D,,
Ne,2,3542.84520,0.00018,240,1.2e+08,D,,
Ne,2,3543.7907,0.0010,140,,,,
Ne,8,3544.0,2.0,20,,,,
Ne,7,3544.0,1.5,19,,,,
Ne,2,3544.815,0.010,40,,,,
Ne,2,3546.211,0.003,100,6.3e+06,D,,
Ne,2,3551.557,0.010,40,3.7e+06,D,,
Ne,2,3557.313,0.010,100,,,,
Ne,2,3557.805,0.003,240,1.9e+07,D,,
Ne,2,3558.218,0.010,12,,,,
Ne,2,3559.840,0.003,60,,,,
Ne,2,3561.1990,0.0003,200,2.1e+07,D,,
Ne,1,3562.9551,0.0005,150,,,,
Ne,2,3565.826,0.003,180,6.2e+07,D,,
Ne,2,3567.608,0.010,12,,,,
Ne,2,3568.50219,0.00018,500,1.4e+08,D,,
Ne,2,3571.23112,0.00019,200,6.3e+07,D,,
Ne,2,3572.021,0.010,100,,,,
Ne,2,3572.376,0.010,80,,,,
Ne,2,3574.1826,0.0003,200,1.0e+07,D,,
Ne,2,3574.61224,0.00018,400,1.3e+08,D,,
Ne,2,3577.9772,0.0015,140,,,,
Ne,2,3582.151,0.010,60,,,,
Ne,2,3584.934,0.010,80,,,,
Ne,2,3585.244,0.010,40,,,,
Ne,2,3589.494,0.010,100,,,,
Ne,2,3590.449,0.003,80,3.6e+06,D,,
Ne,2,3591.796,0.003,22,,,,
Ne,1,3593.5263,0.0005,5000,8.87e+05,C+,,
Ne,1,3593.6385,0.0004,3000,7.4e+05,C,,
Ne,2,3594.1582,0.0003,160,1.3e+08,D,,
Ne,1,3600.1694,0.0005,1000,4.37e+05,C,,
Ne,2,3601.060,0.010,120,,,,
Ne,2,3602.775,0.010,80,,,,
Ne,2,3603.234,0.010,100,,,,
Ne,2,3607.508,0.010,120,,,,
Ne,2,3608.605,0.010,60,,,,
Ne,1,3609.1787,0.0005,500,5.0e+04,D,,
Ne,2,3611.596,0.010,100,,,,
Ne,2,3612.3270,0.0020,140,2.6e+07,D,,
Ne,2,3612.608,0.010,12,,,,
Ne,2,3616.345,0.010,22,,,,
Ne,2,3618.763,0.010,80,,,,
Ne,2,3626.5363,0.0009,140,,,,
Ne,2,3628.0329,0.0003,180,6.0e+07,D,,
Ne,2,3630.929,0.010,80,,,,
Ne,2,3632.6804,0.0009,140,1.3e+07,D,,
Ne,1,3633.6643,0.0005,1000,8.2e+05,C,,
Ne,2,3634.569,0.010,140,,,,
Ne,2,3639.54,0.02,13,,,,
Ne,7,3643.60,0.20,25,2.6e+07B,,
Ne,2,3643.92908,0.00019,300,3.2e+07,D,,
Ne,2,3644.8566,0.0003,180,9.9e+07,D,,
Ne,2,3647.859,0.010,100,,,,
Ne,2,3651.262,0.010,80,,,,
Ne,3,3652.40,0.10,90,4.7e+06,C,,
Ne,2,3652.814,0.010,80,,,,
Ne,2,3656.650,0.010,80,,,,
Ne,3,3659.39,0.10,100,3.5e+06,C,,
Ne,2,3659.8921,0.0009,120,6.7e+06,D,,
Ne,2,3661.812,0.010,100,,,,
Ne,2,3664.07402,0.00019,400,7.0e+07,D,,
Ne,3,3665.53,0.10,160,4.6e+07,D,,
Ne,2,3667.7969,0.0015,140,,,,
Ne,3,3672.03,0.10,160,3.9e+06,C,,
Ne,3,3675.75,0.10,70,5.8e+05,C,,
Ne,2,3676.223,0.010,140,,,,
Ne,2,3676.805,0.010,100,,,,
Ne,2,3676.93,0.02,15,,,,
Ne,2,3677.091,0.010,100,,,,
Ne,2,3679.8160,0.0011,100,3.2e+07,D,,
Ne,2,3681.036,0.003,140,,,,
Ne,2,3681.947,0.010,100,,,,
Ne,2,3682.023,0.003,120,,,,
Ne,1,3682.2421,0.0005,1000,1.35e+05,C,,
Ne,2,3682.548,0.010,100,,,,
Ne,2,3683.77,0.02,9,,,,
Ne,1,3685.7351,0.0005,1000,3.96e+05,C,,
Ne,2,3687.498,0.010,100,,,,
Ne,2,3689.319,0.010,60,,,,
Ne,2,3692.272,0.010,80,,,,
Ne,2,3693.389,0.010,140,,,,
Ne,2,3694.21454,0.00019,400,1.0e+08,D,,
Ne,2,3694.460,0.010,22,,,,
Ne,2,3695.241,0.010,80,,,,
Ne,2,3695.53,0.03,11,,,,
Ne,2,3697.1234,0.0012,100,2.8e+07,D,,
Ne,2,3698.068,0.010,80,,,,
Ne,3,3699.27,0.10,120,,,,
Ne,2,3699.54,0.02,10,,,,
Ne,2,3700.220,0.010,120,,,,
Ne,1,3701.2247,0.0005,400,2.21e+05,C,,
Ne,2,3701.7769,0.0003,180,2.7e+07,D,,
Ne,2,3705.745,0.010,120,,,,
Ne,7,3706.1,1.0,30,,,,
Ne,2,3707.384,0.010,120,,,,
Ne,2,3707.996,0.010,100,,,,
Ne,2,3709.62218,0.00019,300,1.1e+08,D,,
Ne,2,3713.08260,0.00018,500,1.3e+08,D,,
Ne,2,3715.458,0.010,100,,,,
Ne,2,3717.6207,0.0020,31,,,,
Ne,2,3720.719,0.010,12,,,,
Ne,2,3721.819,0.003,100,2.0e+07,D,,
Ne,8,3726.5,1.0,30bl,,,,
Ne,7,3726.5,1.0,30,,,,
Ne,2,3726.872,0.003,60,1.2e+07,D,,
Ne,2,3727.10810,0.00018,500,9.8e+07,D,,
Ne,2,3729.20,0.02,26,,,,
Ne,2,3730.976,0.010,100,,,,
Ne,3,3732.04,0.10,90bl,1.2e+07,D,,
Ne,2,3732.346,0.010,60,,,,
Ne,2,3732.775,0.020,12w,3.0e+06,D,,
Ne,2,3734.93884,0.00020,180,1.9e+07,D,,
Ne,7,3735.0,1.0,80*,,,,
Ne,7,3735.0,1.0,80*,,,,
Ne,3,3737.66,0.10,200,6.8e+07,D,,
Ne,2,3738.683,0.010,12,,,,
Ne,2,3740.5987,0.0014,120,,,,
Ne,2,3740.964,0.010,12,,,,
Ne,3,3741.36,0.10,120,1.0e+07,D,,
Ne,3,3742.75,0.10,240,8.6e+07,D,,
Ne,2,3744.6245,0.0006,100,2.6e+07,D,,
Ne,2,3746.466,0.010,80,,,,
Ne,2,3747.855,0.010,80,,,,
Ne,7,3750.5,1.0,19,,,,
Ne,2,3750.589,0.010,12,,,,
Ne,3,3750.61,0.10,160bl,,,,
Ne,2,3751.24597,0.00021,160,1.8e+07,D,,
Ne,2,3753.7792,0.0003,140,4.5e+07,D,,
Ne,1,3754.2148,0.0005,500,8.0e+04,D+,,
Ne,2,3754.879,0.010,12,9.5e+05,D,,
Ne,2,3756.390,0.010,22,,,,
Ne,7,3756.6,1.0,16,,,,
Ne,2,3760.51,0.02,9,,,,
Ne,2,3763.644,0.010,80,,,,
Ne,2,3764.710,0.010,60,,,,
Ne,1,3765.819,0.020,50f,,,UT,
Ne,2,3766.259,0.003,200,2.9e+07,D,,
Ne,2,3766.811,0.010,12,,,,
Ne,1,3768.047,0.020,50f,,,UT,
Ne,1,3769.449,0.020,70f,,,UT,
Ne,1,3769.654,0.020,50f,,,UT,
Ne,2,3770.54,0.02,8,,,,
Ne,7,3771.1,1.0,70*,,,,
Ne,7,3771.1,1.0,70*,,,,
Ne,3,3771.650,0.010,240,7.2e+06,C,,
Ne,2,3774.17,0.02,3,,,,
Ne,2,3777.13589,0.00019,200,4.2e+07,D,,
Ne,3,3782.46,0.10,200,5.6e+07,D,,
Ne,3,3783.94,0.10,240,9.3e+07,D,,
Ne,2,3785.19,0.02,5,,,,
Ne,3,3786.49,0.10,300,1.3e+08,D,,
Ne,2,3790.922,0.010,120,1.7e+06,D,,
Ne,2,3792.159,0.010,80,,,,
Ne,2,3793.55,0.02,16,,,,
Ne,2,3795.54,0.02,5,,,,
Ne,7,3795.9,2.0,16,,,,
Ne,2,3798.323,0.004,100*,,,,
Ne,2,3798.323,0.004,100*,,,,
Ne,2,3799.9645,0.0004,160,3.7e+07,D,,
Ne,2,3800.457,0.010,60,,,,
Ne,2,3800.816,0.010,12,,,,
Ne,2,3801.013,0.010,12,,,,
Ne,2,3802.83,0.02,5,,,,
Ne,2,3806.252,0.010,120,1.3e+06,D,,
Ne,4,3813.67,0.03,5,,,,
Ne,3,3817.886,0.010,200,1.3e+08,D,,
Ne,2,3818.4236,0.0003,200,6.1e+07,D,,
Ne,2,3823.157,0.010,100,,,,
Ne,2,3829.75030,0.00021,240,8.4e+07,D,,
Ne,2,3840.500,0.010,140,,,,
Ne,3,3843.32,0.10,240,1.4e+08,D,,
Ne,3,3844.97,0.10,240,1.2e+08,D,,
Ne,3,3847.85,0.10,240,1.2e+08,D,,
Ne,3,3848.85,0.10,180bl,6.8e+06,D,,
Ne,7,3853.30,0.20,10a,1.29e+07,A,,
Ne,2,3857.812,0.010,60,,,,
Ne,7,3864.5,0.6,150*,,,,
Ne,7,3864.5,0.6,150*,,,,
Ne,7,3866.80,0.20,30a,1.71e+07,A,,
Ne,3,3868.76,0.10,,1.74e-01,A,M1,
Ne,2,3868.93,0.02,8,,,,
Ne,3,3872.95,0.10,200,,,,
Ne,7,3873.20,0.20,19a,9.4e+06,A,,
Ne,3,3874.72,0.10,100,,,,
Ne,3,3877.43,0.10,180,,,,
Ne,3,3879.18,0.10,120,,,,
Ne,3,3881.52,0.10,120,,,,
Ne,1,3882.698,0.020,20f,,,UT,
Ne,6,3883.1,1.5,38,,,,
Ne,7,3884.2,0.4,260,,,,
Ne,1,3887.134,0.020,10f,,,UT,
Ne,1,3889.427,0.020,50f,,,UT,
Ne,7,3894.00,0.20,30a,2.25e+07,A,,
Ne,2,3896.847,0.010,100,,,,
Ne,1,3899.723,0.020,20f,,,UT,
Ne,7,3905.10,0.20,5a,5.57e+06,A,,
Ne,3,3907.40,0.10,90,,,,
Ne,3,3909.66,0.10,200,,,,
Ne,7,3912.30,0.20,1a,6.15e+05,A,,
Ne,3,3917.24,0.10,200wbl,1.6e+08,D,,
Ne,3,3921.03,0.10,700l*,2.0e+08,D,,
Ne,3,3921.03,0.10,700l*,1.4e+08,D,,
Ne,3,3921.03,0.10,700l*,1.7e+08,D,,
Ne,2,3930.298,0.010,12,,,,
Ne,2,3933.469,0.010,180,,,,
Ne,2,3942.258,0.010,160,1.0e+06,D,,
Ne,1,3943.540,0.020,20,,,,
Ne,3,3956.60,0.10,160w,,,,
Ne,2,3958.038,0.010,22,,,,
Ne,3,3959.91,0.10,100w,3.3e+07,D,,
Ne,3,3960.587,0.010,180w,,,,
Ne,3,3962.01,0.10,240w,2.1e+08,D,,
Ne,3,3965.62,0.10,200bl,,,,
Ne,3,3966.12,0.10,160wbl,2.0e+08,D,,
Ne,3,3967.47,0.10,,5.40e-02,A,M1,
Ne,2,3971.40,0.02,10,,,,
Ne,3,3972.79,0.10,90,3.2e+07,D,,
Ne,2,3973.455,0.010,12,,,,
Ne,3,3974.89,0.10,200w,,,,
Ne,3,3981.70,0.10,140,,,,
Ne,3,3983.96,0.10,180w,,,,
Ne,1,3984.065,0.020,20,,,,
Ne,1,3984.253,0.020,70,,,,
Ne,2,3985.725,0.010,160,,,,
Ne,1,3995.298,0.020,10,,,,
Ne,1,3995.721,0.020,10,,,,
Ne,1,3998.594,0.020,10,,,,
Ne,1,3999.263,0.020,10,,,,
Ne,2,3999.471,0.020,100,3.7e+05,D,,
Ne,8,4001.9,3.0,100bl,6.51e+07,A,,
Ne,2,4010.68,0.02,10,,,,
Ne,1,4013.752,0.020,10,,,,
Ne,1,4013.995,0.020,20,,,,
Ne,1,4020.015,0.020,20,,,,
Ne,2,4022.42,0.02,5,,,,
Ne,2,4024.043,0.020,80,,,,
Ne,1,4037.262,0.020,50,,,,
Ne,1,4037.615,0.020,150,,,,
Ne,1,4037.696,0.020,50,,,,
Ne,1,4042.327,0.020,100,,,,
Ne,1,4042.642,0.020,500,,,,
Ne,1,4045.662,0.020,20,,,,
Ne,2,4054.43,0.02,6,,,,
Ne,2,4062.9730,0.0010,160,,,,
Ne,1,4064.036,0.020,500,,,,
Ne,1,4064.829,0.020,150,,,,
Ne,3,4067.35,0.10,70,1.1e+05,C,,
Ne,1,4068.835,0.020,300,,,,
Ne,1,4069.243,0.020,300,,,,
Ne,1,4069.389,0.020,50,,,,
Ne,1,4079.359,0.020,20,,,,
Ne,1,4080.148,0.020,500,,,,
Ne,2,4080.510,0.003,140,,,,
Ne,3,4084.42,0.10,70,2.3e+05,C,,
Ne,2,4086.772,0.007,80,,,,
Ne,8,4092.8,1.5,20,,,,
Ne,2,4098.732,0.020,12,,,,
Ne,2,4098.8645,0.0015,160,,,,
Ne,2,4100.353,0.003,120,,,,
Ne,2,4101.91,0.04,12w,,,,
Ne,1,4111.882,0.020,10,,,,
Ne,1,4112.100,0.020,150,,,,
Ne,2,4112.394,0.003,100,,,,
Ne,1,4112.694,0.020,200,,,,
Ne,1,4112.865,0.020,100,,,,
Ne,2,4114.13,0.02,16,,,,
Ne,3,4116.94,0.10,30,,,,
Ne,2,4118.199,0.003,80,,,,
Ne,1,4126.941,0.020,20,,,,
Ne,1,4128.072,0.020,300,,,,
Ne,1,4130.512,0.020,200,,,,
Ne,1,4131.0613,0.0020,700,,,,
Ne,2,4133.691,0.003,180,,,,
Ne,2,4133.868,0.020,60,,,,
Ne,3,4138.33,0.10,50wl,1.4e+07,D,,
Ne,3,4142.88,0.10,160,5.6e+07,D,,
Ne,3,4146.97,0.10,50wl,2.3e+07,D,,
Ne,3,4150.19,0.10,90ws,4.1e+07,D,,
Ne,2,4150.6893,0.0007,180,,,,
Ne,3,4152.28,0.10,50w,3.0e+07,D,,
Ne,1,4164.8079,0.0020,500,,,,
Ne,1,4166.091,0.020,300,,,,
Ne,1,4173.966,0.020,20,,,,
Ne,1,4174.3667,0.0020,700,,,,
Ne,1,4175.2197,0.0020,600,,,,
Ne,1,4175.488,0.020,400,,,,
Ne,8,4181.8,1.5,20,,,,
Ne,2,4186.65,0.04,40w,,,,
Ne,1,4196.415,0.020,150,,,,
Ne,1,4198.1018,0.0020,700,,,,
Ne,3,4198.61,0.10,30w,,,,
Ne,3,4199.59,0.10,90w,,,,
Ne,3,4202.92,0.10,90ws,,,,
Ne,1,4203.270,0.020,20*,,,,
Ne,1,4203.270,0.020,20*,,,,
Ne,1,4203.270,0.020,20*,,,,
Ne,2,4205.596,0.003,80,,,,
Ne,2,4206.501,0.003,100,,,,
Ne,3,4207.32,0.10,120ws,,,,
Ne,2,4217.1702,0.0009,180,,,,
Ne,2,4219.367,0.003,160,3.3e+07,D,,
Ne,2,4219.7452,0.0004,300,,,,
Ne,2,4220.8935,0.0010,180,,,,
Ne,2,4221.086,0.003,120,1.4e+07,D,,
Ne,8,4221.8,3.0,20bl*,1.16e+08,A,,
Ne,8,4221.8,3.0,20bl*,9.3e+07,A,,
Ne,3,4224.07,0.10,200,1.7e+08,D,,
Ne,2,4224.473,0.003,100,,,,
Ne,2,4224.641,0.003,120,1.9e+07,D,,
Ne,3,4226.06,0.10,240l,1.8e+08,D,,
Ne,3,4229.35,0.10,300,2.0e+08,D,,
Ne,2,4231.5332,0.0007,160bl,2.2e+07,D,,
Ne,2,4231.6362,0.0006,180bl,,,,
Ne,1,4232.323,0.020,10,,,,
Ne,2,4233.8466,0.0006,200,5.5e+06,D,,
Ne,2,4239.9190,0.0018,160,1.5e+07,D,,
Ne,2,4240.1049,0.0007,180,,,,
Ne,2,4242.038,0.020,60,,,,
Ne,2,4242.210,0.003,120,1.9e+07,D,,
Ne,1,4249.538,0.020,20,,,,
Ne,2,4250.6469,0.0007,240,9.0e+06,D,,
Ne,1,4252.418,0.020,20,,,,
Ne,1,4252.775,0.020,20,,,,
Ne,1,4256.498,0.020,20*,,,,
Ne,1,4256.498,0.020,20*,,,,
Ne,2,4257.181,0.020,80,,,,
Ne,2,4257.395,0.020,80,,,,
Ne,2,4257.8024,0.0015,180,9.6e+06,D,,
Ne,1,4259.739,0.020,10,,,,
Ne,3,4261.98,0.10,240l,1.6e+08,D,,
Ne,2,4262.442,0.020,40,,,,
Ne,1,4262.479,0.020,20,,,,
Ne,3,4265.22,0.10,200l,9.3e+07,D,,
Ne,1,4267.286,0.020,10,,,,
Ne,2,4267.382,0.020,60,,,,
Ne,1,4267.724,0.020,50,,,,
Ne,1,4268.0086,0.0020,700,,,,
Ne,3,4268.05,0.10,160l,3.1e+07,D,,
Ne,1,4269.7223,0.0020,700,,,,
Ne,1,4270.2252,0.0020,500,,,,
Ne,1,4274.6617,0.0020,500,,,,
Ne,1,4275.167,0.020,10,,,,
Ne,1,4275.5590,0.0020,700,,,,
Ne,1,4278.850,0.020,50,,,,
Ne,1,4279.279,0.020,150,,,,
Ne,1,4283.242,0.020,100,,,,
Ne,1,4288.541,0.020,50,,,,
Ne,1,4289.799,0.020,20,,,,
Ne,2,4290.374,0.003,180,,,,
Ne,2,4290.602,0.003,160,,,,
Ne,1,4291.976,0.020,20*,,,,
Ne,1,4291.976,0.020,20*,,,,
Ne,1,4291.976,0.020,20*,,,,
Ne,2,4294.27,0.02,19,,,,
Ne,2,4298.094,0.020,12,,,,
Ne,1,4303.248,0.020,300,,,,
Ne,1,4303.695,0.020,10,,,,
Ne,1,4303.955,0.020,50,,,,
Ne,1,4306.2508,0.0020,700,,,,
Ne,1,4310.130,0.020,20,,,,
Ne,8,4313.8,1.5,100,,,,
Ne,1,4314.110,0.020,10,,,,
Ne,1,4314.695,0.020,300,,,,
Ne,1,4316.008,0.020,150,,,,
Ne,1,4318.834,0.020,50,,,,
Ne,1,4319.511,0.020,10,,,,
Ne,1,4321.492,0.020,20,,,,
Ne,2,4322.371,0.003,160,,,,
Ne,2,4322.742,0.008,140,,,,
Ne,2,4324.62,0.02,30,,,,
Ne,2,4325.232,0.003,120,,,,
Ne,1,4327.265,0.020,100,,,,
Ne,8,4331.8,2.0,200*,2.01e+08,A,,
Ne,8,4331.8,2.0,200*,1.29e+08,A,,
Ne,1,4334.1267,0.0004,700,,,,
Ne,1,4336.2268,0.0020,500,,,,
Ne,8,4337.72,0.04,400,2.93e+08,A,,
Ne,1,4338.200,0.020,20,,,,
Ne,7,4339.5,1.5,100,,,,
Ne,2,4339.8209,0.0015,160,,,,
Ne,8,4339.99,0.04,400,3.87e+08,A,,
Ne,8,4340,3,400bl*,,,,
Ne,8,4340,3,400bl*,,,,
Ne,2,4340.020,0.020,40,,,,
Ne,1,4340.256,0.020,20,,,,
Ne,1,4340.420,0.020,20,,,,
Ne,8,4340.9,0.6,400*,5.04e+08,A,,
Ne,8,4340.9,0.6,400*,6.51e+08,A,,
Ne,8,4340.9,0.6,400*,8.3e+08,A,,
Ne,2,4341.514,0.003,160,,,,
Ne,2,4342.198,0.020,22,,,,
Ne,1,4345.479,0.020,20*,,,,
Ne,1,4345.479,0.020,20*,,,,
Ne,1,4345.762,0.020,10,,,,
Ne,1,4346.036,0.020,150,,,,
Ne,2,4346.239,0.003,160,,,,
Ne,2,4349.135,0.010,40w,,,,
Ne,1,4357.298,0.020,20,,,,
Ne,1,4357.918,0.020,50,,,,
Ne,1,4358.816,0.020,20,,,,
Ne,1,4362.690,0.020,300,,,,
Ne,1,4363.228,0.020,20,,,,
Ne,1,4363.5240,0.0010,700,,,,
Ne,1,4365.705,0.020,10,,,,
Ne,2,4365.745,0.003,160,,,,
Ne,2,4369.862,0.003,240,3.5e+06,D,,
Ne,1,4371.796,0.020,20,,,,
Ne,1,4372.157,0.020,300,,,,
Ne,1,4374.997,0.020,20*,,,,
Ne,1,4374.997,0.020,20*,,,,
Ne,8,4376.54,0.07,100bl,,,,
Ne,1,4377.754,0.020,20,,,,
Ne,1,4377.754,0.020,20*,,,,
Ne,2,4377.9830,0.0012,180,,,,
Ne,2,4379.400,0.010,140bl,2.0e+07,D,,
Ne,2,4379.5496,0.0002,300,2.2e+08,D,,
Ne,8,4380.09,0.07,100bl*,,,,
Ne,8,4380.09,0.07,100bl*,,,,
Ne,8,4380.09,0.07,100bl*,,,,
Ne,1,4381.2200,0.0010,300,,,,
Ne,2,4384.1079,0.0010,180,,,,
Ne,2,4384.223,0.003,80,,,,
Ne,2,4385.0642,0.0006,200,2.0e+08,D,,
Ne,8,4385.87,0.07,100bl,,,,
Ne,2,4391.9902,0.0003,400,,,,
Ne,1,4394.370,0.020,150*,,,,
Ne,1,4394.370,0.020,150*,,,,
Ne,1,4394.370,0.020,150*,,,,
Ne,1,4394.773,0.020,150,,,,
Ne,1,4395.008,0.020,10,,,,
Ne,1,4395.306,0.020,10,,,,
Ne,1,4395.5560,0.0010,500,,,,
Ne,1,4395.969,0.020,10,,,,
Ne,2,4396.313,0.003,120,,,,
Ne,1,4397.175,0.020,10,,,,
Ne,2,4397.9902,0.0003,300,,,,
Ne,1,4398.136,0.020,50,,,,
Ne,1,4402.374,0.020,20,,,,
Ne,1,4402.580,0.020,10,,,,
Ne,1,4402.985,0.020,10,,,,
Ne,1,4405.582,0.020,20,,,,
Ne,2,4409.29872,0.00023,300,,,,
Ne,1,4409.620,0.020,200,,,,
Ne,2,4409.778,0.010,40w,,,,
Ne,2,4412.20,0.04,80w,,,,
Ne,1,4412.285,0.020,200,,,,
Ne,2,4412.591,0.003,180,,,,
Ne,2,4413.113,0.007,160*,2.0e+08,D,,
Ne,2,4413.113,0.007,160*,,,,
Ne,2,4413.2150,0.0003,200,,,,
Ne,1,4413.561,0.020,150,,,,
Ne,1,4415.141,0.020,50,,,,
Ne,2,4416.7552,0.0017,160,,,,
Ne,1,4416.817,0.020,500,,,,
Ne,1,4420.558,0.020,10,,,,
Ne,2,4421.3888,0.0006,200,,,,
Ne,1,4421.5553,0.0020,500,,,,
Ne,1,4422.5205,0.0004,3000,,,,
Ne,8,4422.8,3.0,20*,3.35e+07,A,,
Ne,8,4422.8,3.0,20*,7.53e+07,A,,
Ne,1,4424.8065,0.0020,3000,,,,
Ne,1,4425.4000,0.0010,1500,,,,
Ne,8,4426.8,1.5,20,,,,
Ne,2,4427.108,0.020,60,,,,
Ne,1,4427.755,0.020,300,,,,
Ne,1,4427.981,0.020,150,,,,
Ne,2,4428.4075,0.0019,160bl,,,,
Ne,2,4428.520,0.008,200bl*,,,,
Ne,2,4428.520,0.008,200bl*,3.3e+07,D,,
Ne,2,4428.520,0.008,200bl*,,,,
Ne,2,4428.6359,0.0004,200bl,,,,
Ne,1,4429.410,0.020,10,,,,
Ne,2,4429.640,0.003,180,,,,
Ne,2,4430.9018,0.0006,300bl,,,,
