element,sp_num,obs_wl_air(A),unc_obs_wl,intens,Aki(s^-1),Acc,Type,blank
Ne,2,2673.422,0.010,120,,,,
Ne,2,2674.219,0.010,12,,,,
Ne,2,2674.7503,0.0017,120,,,,
Ne,1,2675.2750,0.0010,2000,,,,
Ne,2,2675.602,0.020,80bl,,,,
Ne,1,2675.64,0.02,2000,,,,
Ne,2,2675.847,0.020,60sbl,,,,
Ne,2,2676.241,0.010,80,,,,
Ne,1,2677.020,0.020,10,,,,
Ne,1,2677.3890,0.0010,150,,,,
Ne,1,2677.87,0.02,20,,,,
Ne,3,2677.9047,0.0010,2500,2.3e+08,C,,
Ne,3,2677.9717,0.0010,1500,2.3e+08,C,,
Ne,3,2678.6912,0.0010,2000,2.3e+08,C,,
Ne,1,2680.685,0.020,10,,,,
Ne,2,2683.391,0.020,100l,,,,
Ne,2,2684.158,0.010,100,,,,
Ne,2,2684.979,0.010,100,,,,
Ne,3,2686.14,0.10,160bl,,,,
Ne,2,2686.350,0.010,22,,,,
Ne,1,2686.7420,0.0010,150,,,,
Ne,2,2688.048,0.020,12bl,,,,
Ne,2,2688.069,0.020,12bl,,,,
Ne,2,2688.131,0.010,22,,,,
Ne,2,2689.418,0.010,12,,,,
Ne,2,2692.450,0.003,100,,,,
Ne,2,2693.3555,0.0003,140,,,,
Ne,2,2693.539,0.003,100,,,,
Ne,2,2694.819,0.010,100,,,,
Ne,2,2695.720,0.010,80,,,,
Ne,2,2696.85,0.02,3,,,,
Ne,3,2699.61,0.10,200bl*,4.5e+07,D,,
Ne,3,2699.61,0.10,200bl*,4.1e+07,D,,
Ne,1,2700.555,0.020,80,,,,
Ne,1,2700.681,0.020,20,,,,
Ne,3,2700.685,0.010,120,5.5e+07,D,,
Ne,2,2701.248,0.010,22,,,,
Ne,1,2701.6390,0.0010,20,,,,
Ne,1,2701.766,0.020,20,,,,
Ne,1,2702.5600,0.0010,30,,,,
Ne,2,2702.656,0.010,60,,,,
Ne,2,2702.942,0.010,12,,,,
Ne,3,2703.958,0.010,30,5.4e+05,C,,
Ne,1,2704.32,0.02,20,,,,
Ne,3,2704.708,0.010,100,7.9e+06,D,,
Ne,1,2706.74,0.02,30,,,,
Ne,2,2708.21,0.02,6,,,,
Ne,2,2710.601,0.010,12,,,,
Ne,2,2711.453,0.010,100,,,,
Ne,2,2711.735,0.010,60,,,,
Ne,3,2712.52,0.10,20w,1.6e+07,D,,
Ne,2,2713.100,0.010,100,,,,
Ne,7,2713.2,1.0,16,,,,
Ne,2,2713.729,0.010,40,,,,
Ne,2,2713.898,0.010,60,,,,
Ne,2,2716.95,0.02,5,,,,
Ne,2,2722.1622,0.0013,80,,,,
Ne,2,2722.474,0.003,12,,,,
Ne,1,2724.772,0.002,30,,,,
Ne,3,2727.8987,0.0010,240,9.2e+07,D,,
Ne,1,2731.358,0.020,30,,,,
Ne,1,2731.528,0.020,30,,,,
Ne,1,2732.61,0.02,10,,,,
Ne,1,2734.755,0.020,20,,,,
Ne,1,2735.168,0.020,30,,,,
Ne,1,2735.69,0.02,80,,,,
Ne,1,2736.174,0.002,50,,,,
Ne,8,2736.2,3.0,20bl*,1.28e+08,A,,
Ne,8,2736.2,3.0,20bl*,1.30e+08,A,,
Ne,3,2737.9905,0.0010,180,2.7e+07,D,,
Ne,3,2738.54,0.10,30,2.5e+06,D,,
Ne,2,2739.233,0.010,12,,,,
Ne,2,2739.550,0.010,40,,,,
Ne,3,2740.95,0.10,30,2.8e+06,D,,
Ne,3,2741.57,0.10,180,2.7e+07,D,,
Ne,2,2741.937,0.010,22,,,,
Ne,1,2743.53,0.02,150,,,,
Ne,3,2746.10,0.10,180,3.2e+07,D,,
Ne,1,2755.82,0.02,150*,,,,
Ne,1,2755.82,0.02,150*,,,,
Ne,2,2756.6181,0.0004,140,,,,
Ne,1,2758.64,0.02,30,,,,
Ne,1,2759.323,0.020,20,,,,
Ne,2,2759.47,0.02,11,,,,
Ne,1,2762.324,0.020,30,,,,
Ne,2,2762.921,0.003,160,,,,
Ne,3,2763.06,0.10,1500bl,1.6e+08,D,,
Ne,3,2764.261,0.010,500,4.1e+07,D,,
Ne,3,2764.6089,0.0010,800,1.2e+08,D,,
Ne,3,2765.64,0.10,90,1.6e+06,D,,
Ne,3,2765.973,0.010,400,2.5e+07,D,,
Ne,1,2766.364,0.002,30,,,,
Ne,3,2766.9467,0.0010,1500,1.4e+08,D,,
Ne,1,2767.28,0.02,30,,,,
Ne,1,2767.77,0.02,20,,,,
Ne,2,2770.575,0.003,140,,,,
Ne,1,2775.0515,0.0020,50,,,,
Ne,8,2777.2,3.0,20bl,,,,
Ne,3,2777.6288,0.0010,2500,1.8e+08,C,,
Ne,3,2779.903,0.010,1000,1.5e+07,C,,
Ne,2,2780.0249,0.0005,100,,,,
Ne,1,2781.42,0.02,30*,,,,
Ne,1,2781.42,0.02,30*,,,,
Ne,1,2781.68,0.02,30,,,,
Ne,1,2782.07,0.02,20,,,,
Ne,3,2782.9918,0.0010,1000,3.1e+07,C,,
Ne,3,2784.41,0.10,100,,,,
Ne,3,2785.2735,0.0010,2000,1.4e+08,C,,
Ne,3,2786.125,0.010,800,4.8e+07,C,,
Ne,3,2786.839,0.010,800,2.3e+07,C,,
Ne,3,2787.6919,0.0010,1500,1.4e+08,C,,
Ne,3,2788.86,0.10,100,,,,
Ne,2,2792.01646,0.00016,180,,,,
Ne,1,2792.3208,0.0008,200,,,,
Ne,1,2792.660,0.020,30,,,,
Ne,3,2792.75,0.10,100,9.4e+07,D,,
Ne,3,2793.63,0.10,100w,9.9e+07,D,,
Ne,2,2794.21916,0.00016,160,,,,
Ne,1,2794.597,0.002,50,,,,
Ne,3,2795.04,0.10,140w,1.1e+08,D,,
Ne,1,2795.092,0.002,350,,,,
Ne,1,2795.613,0.020,10,,,,
Ne,1,2795.9619,0.0008,80,,,,
Ne,3,2798.839,0.010,500,8.2e+07,D,,
Ne,3,2798.887,0.010,400,8.2e+07,D,,
Ne,1,2799.80,0.02,20,,,,
Ne,3,2800.131,0.010,800,1.3e+08,D,,
Ne,3,2802.236,0.010,600,8.4e+07,D,,
Ne,3,2804.22,0.10,90,,,,
Ne,3,2807.21,0.10,120s,,,,
Ne,2,2809.48351,0.00016,200,,,,
Ne,1,2814.6921,0.0020,200,,,,
Ne,3,2818.823,0.010,800,1.2e+08,D,,
Ne,3,2820.392,0.010,600,1.2e+08,D,,
Ne,8,2820.70,0.10,15,7.2e+07B,,
Ne,3,2820.92,0.10,100,4.1e+06,D,,
Ne,3,2821.617,0.010,600,1.3e+08,D,,
Ne,3,2822.895,0.010,2000,1.3e+08,D,,
Ne,3,2823.11,0.10,200,3.3e+07,D,,
Ne,3,2823.38,0.10,50,4.7e+06,D,,
Ne,3,2824.461,0.010,1500,9.2e+07,D,,
Ne,3,2824.749,0.010,500,5.8e+07,D,,
Ne,3,2825.00,0.10,200,1.5e+07,D,,
Ne,1,2825.259,0.020,100,,,,
Ne,3,2825.307,0.010,800,5.9e+07,C,,
Ne,3,2825.347,0.010,600,1.9e+07,C,,
Ne,3,2825.59,0.10,300,5.8e+07,D,,
Ne,1,2825.613,0.002,80,,,,
Ne,3,2825.844,0.010,1500bl*,1.0e+08,C,,
Ne,3,2825.844,0.010,1500bl*,7.4e+07,D,,
Ne,3,2825.99,0.10,50,3.3e+07,D,,
Ne,1,2827.5890,0.0010,30,,,,
Ne,3,2827.95,0.10,240,1.3e+08,D,,
Ne,3,2828.62,0.10,90w,,,,
Ne,3,2830.79,0.10,100w,,,,
Ne,3,2832.63,0.10,70,,,,
Ne,1,2832.9226,0.0008,80,,,,
Ne,3,2833.05,0.10,200,1.3e+08,D,,
Ne,3,2833.55,0.10,100,9.2e+06,D,,
Ne,1,2835.2395,0.0008,150,,,,
Ne,3,2836.83,0.10,100,1.4e+07,D,,
Ne,3,2837.38,0.10,200,1.4e+08,D,,
Ne,3,2840.73,0.10,300,1.3e+08,D,,
Ne,3,2841.56,0.10,100,3.7e+06,D,,
Ne,1,2842.57,0.02,150,,,,
Ne,2,2843.27,0.02,5,,,,
Ne,1,2843.70,0.10,10,,,,
Ne,1,2846.490,0.020,20,,,,
Ne,3,2846.65,0.10,90,2.9e+06,D,,
Ne,3,2849.69,0.10,70,2.8e+06,D,,
Ne,8,2850.7,1.7,14,,,,
Ne,3,2851.13,0.10,180l,,,,
Ne,2,2853.52,0.10,,2.5e+06,D,,
Ne,1,2854.606,0.020,10,,,,
Ne,3,2857.34,0.10,90,,,,
Ne,2,2858.0244,0.0012,100,7.9e+07,D,,
Ne,3,2859.84,0.10,160,,,,
Ne,8,2860.10,0.10,40,6.9e+07B,,
Ne,3,2860.72,0.10,70,,,,
Ne,1,2862.070,0.020,80,,,,
Ne,3,2866.7187,0.0010,2500,1.9e+08,C,,
Ne,3,2867.84,0.10,90,,,,
Ne,2,2869.9556,0.0011,80,1.5e+06,D,,
Ne,1,2872.6628,0.0012,350,,,,
Ne,2,2872.9581,0.0008,120,3.8e+07,D,,
Ne,3,2874.46,0.10,180,4.2e+06,C,,
Ne,2,2876.3291,0.0004,160,7.8e+07,D,,
Ne,2,2876.4674,0.0006,140,3.3e+07,D,,
Ne,2,2878.116,0.010,12,6.9e+06,D,,
Ne,1,2880.290,0.020,30,,,,
Ne,1,2881.279,0.020,10,,,,
Ne,1,2881.852,0.020,20,,,,
Ne,3,2884.19,0.10,100,8.0e+05,D,,
Ne,3,2887.33,0.10,100w,,,,
Ne,2,2888.421,0.010,60,3.9e+06,D,,
Ne,2,2891.465,0.010,12,6.1e+06,D,,
Ne,3,2893.108,0.010,1500,1.8e+08,C,,
Ne,8,2894.2,3.0,70*,2.35e+08,A,,
Ne,7,2894.2,2.0,70bl,,,,
Ne,8,2894.2,3.0,70*,2.83e+08,A,,
Ne,3,2895.05,0.10,500wl*,5.5e+05,D,,
Ne,3,2895.05,0.10,500wl*,1.3e+06,D,,
Ne,3,2895.05,0.10,500wl*,9.4e+07,D,,
Ne,3,2895.05,0.10,500wl*,,,,
Ne,3,2895.05,0.10,500wl*,8.8e+07,D,,
Ne,2,2896.995,0.010,40,3.0e+05,D,,
Ne,2,2897.200,0.010,100,,,,
Ne,3,2897.66,0.10,400wl*,1.1e+08,D,,
Ne,3,2897.66,0.10,400wl*,1.1e+08,D,,
Ne,3,2897.66,0.10,400wl*,1.1e+08,D,,
Ne,2,2897.678,0.003,160,,,,
Ne,3,2898.49,0.10,160wbl*,,,,
Ne,3,2898.49,0.10,160wbl*,1.2e+08,D,,
Ne,3,2898.49,0.10,160wbl*,,,,
Ne,3,2899.16,0.10,160wbl,,,,
Ne,2,2901.109,0.010,22,,,,
Ne,3,2901.77,0.10,240,4.9e+07,D,,
Ne,3,2902.59,0.10,160,7.6e+06,D,,
Ne,3,2902.91,0.10,160,,,,
Ne,3,2905.890,0.010,1500,1.6e+08,C,,
Ne,7,2906.1,2.0,70bl*,5.6e+07B,,
Ne,8,2906.1,1.5,70,,,,
Ne,7,2906.1,2.0,70bl*,7.5e+07B,,
Ne,2,2906.592,0.010,160,,,,
Ne,2,2906.8152,0.0007,160,5.5e+07,D,,
Ne,3,2907.629,0.010,240,6.6e+06,D,,
Ne,3,2908.50,0.10,200,3.8e+07,D,,
Ne,3,2909.56,0.10,160,2.8e+07,D,,
Ne,2,2910.0599,0.0003,180,1.7e+08,D,,
Ne,2,2910.408,0.003,180,5.9e+07,D,,
Ne,2,2911.138,0.010,160,,,,
Ne,1,2911.4705,0.0008,250,,,,
Ne,2,2911.866,0.010,60,,,,
Ne,3,2911.87,0.10,160bl,1.1e+07,D,,
Ne,3,2912.31,0.10,140,8.6e+06,D,,
Ne,1,2913.1735,0.0013,2000,,,,
Ne,1,2913.417,0.020,20,,,,
Ne,2,2915.1200,0.0017,160,,,,
Ne,3,2915.40,0.10,200,5.0e+07,D,,
Ne,3,2915.76,0.10,160,3.6e+07,D,,
Ne,7,2916.1,1.5,18,4.1e+07B,,
Ne,2,2916.210,0.010,80,9.6e+06,D,,
Ne,3,2917.26,0.10,140l,6.6e+07,D,,
Ne,2,2918.758,0.010,120,,,,
Ne,3,2919.91,0.10,90,1.6e+07,D,,
Ne,2,2921.614,0.010,40,,,,
Ne,2,2921.966,0.010,80,,,,
Ne,2,2923.000,0.010,22,,,,
Ne,3,2924.42,0.10,160,2.2e+07,D,,
Ne,2,2925.6169,0.0007,160,5.6e+07,D,,
Ne,2,2927.794,0.010,60,,,,
Ne,1,2929.3257,0.0020,150,,,,
Ne,8,2931.1,1.5,90,,,,
Ne,2,2932.108,0.003,160w,,,,
Ne,2,2932.195,0.010,100,,,,
Ne,1,2932.7252,0.0013,1000,,,,
Ne,2,2933.720,0.010,80,6.9e+06,D,,
Ne,2,2935.270,0.010,12,3.2e+06,D,,
Ne,2,2940.6481,0.0017,160,,,,
Ne,8,2941.1,1.5,110,,,,
Ne,1,2944.575,0.020,20,,,,
Ne,3,2945.63,0.10,120,1.9e+07,D,,
Ne,2,2946.044,0.010,180,,,,
Ne,1,2946.732,0.020,20,,,,
Ne,1,2947.3010,0.0013,2000,1.66e+05,D+,,
Ne,3,2947.96,0.10,140,3.1e+07,D,,
Ne,2,2948.21,0.02,6,,,,
Ne,1,2949.0497,0.0009,100,,,,
Ne,1,2949.3218,0.0009,150,,,,
Ne,3,2949.95,0.10,180,5.4e+07,D,,
Ne,3,2950.64,0.10,180,3.0e+07,D,,
Ne,2,2951.054,0.010,22,,,,
Ne,2,2951.091,0.010,22,2.3e+06,D,,
Ne,1,2952.527,0.020,50,,,,
Ne,2,2953.014,0.010,12,1.2e+06,D,,
Ne,2,2955.72550,0.00017,300,1.2e+08,D,,
Ne,3,2956.65,0.10,180,2.8e+07,D,,
Ne,1,2957.293,0.020,80*,,,,
Ne,1,2957.293,0.020,80*,,,,
Ne,8,2959.1,1.5,200*,,,,
Ne,8,2959.1,1.5,200*,,,,
Ne,8,2959.1,1.5,200*,,,,
Ne,8,2959.1,1.5,200*,,,,
Ne,3,2959.29,0.10,180,7.8e+07,D,,
Ne,2,2960.453,0.010,140,,,,
Ne,5,2961.9,0.8,110,,,,
Ne,2,2963.23512,0.00018,300,,,,
Ne,3,2964.78,0.10,30w,2.1e+05,C,,
Ne,5,2967.1,0.8,250,,,,
Ne,2,2967.18275,0.00018,300,,,,
Ne,2,2969.407,0.010,80,,,,
Ne,2,2969.82,0.04,29?,,,,
Ne,8,2970,3,400bl,,,,
Ne,8,2970.2,1.5,400bl*,4.20e+08,A,,
Ne,8,2970.2,1.5,400bl*,2.70e+08,A,,
Ne,2,2972.2799,0.0018,160,,,,
Ne,2,2972.863,0.010,140,,,,
Ne,2,2972.9959,0.0004,200,,,,
Ne,5,2973.13,0.05,,2.60e+00,C,E2,
Ne,1,2974.7189,0.0008,3000,4.75e+05,C,,
Ne,1,2975.5233,0.0013,350,,,,
Ne,8,2975.9,0.4,600*,8.6e+08,A,,
Ne,8,2975.9,0.4,600*,1.15e+09,A,,
Ne,8,2975.9,0.4,600*,1.53e+09,A,,
Ne,2,2976.5553,0.0018,160,,,,
Ne,2,2976.617,0.010,100,,,,
Ne,2,2979.4585,0.0012,200,,,,
Ne,1,2979.8086,0.0013,500,,,,
Ne,2,2980.0375,0.0011,180,,,,
Ne,1,2980.6453,0.0013,400,,,,
Ne,1,2980.9252,0.0013,500,,,,
Ne,2,2982.538,0.010,140,,,,
Ne,1,2982.6696,0.0008,3000,2.63e+05,C,,
Ne,2,2986.0615,0.0018,160,,,,
Ne,3,2986.94,0.10,140,,,,
Ne,3,2987.36,0.10,140,,,,
Ne,8,2988,3,80bli,,,,
Ne,3,2988.02,0.10,100,,,,
Ne,2,2988.070,0.010,22,,,,
Ne,2,2988.8832,0.0013,160,,,,
Ne,2,2991.207,0.010,60,,,,
Ne,2,2991.276,0.010,100,,,,
Ne,3,2991.737,0.010,1000,1.5e+08,C,,
Ne,1,2992.4296,0.0008,2000,8.3e+05,D+,,
Ne,2,2994.023,0.010,160,,,,
Ne,1,2994.250,0.020,30,,,,
Ne,2,2994.828,0.003,160,,,,
Ne,2,2994.909,0.010,100,,,,
Ne,3,2996.49,0.10,100bl,1.1e+06,C,,
Ne,2,2999.457,0.010,22,,,,
Ne,2,2999.547,0.010,22,,,,
Ne,2,3001.66847,0.00018,300,8.7e+07,D,,
Ne,2,3007.029,0.010,22,,,,
Ne,3,3007.54,0.10,100bl,1.4e+06,C,,
Ne,2,3007.832,0.010,160,,,,
Ne,2,3007.933,0.010,140,,,,
Ne,2,3010.451,0.010,22,,,,
Ne,3,3011.80,0.10,140,,,,
Ne,1,3012.1354,0.0014,500,,,,
Ne,1,3012.9576,0.0014,500,,,,
Ne,8,3013.1,1.5,9i,,,,
Ne,2,3013.975,0.010,40,,,,
Ne,2,3017.3093,0.0004,240bl,3.5e+07,D,,
Ne,1,3017.3547,0.0014,500,,,,
Ne,3,3018.10,0.10,70,,,,
Ne,3,3020.13,0.10,50,,,,
Ne,3,3026.39,0.10,70w,,,,
Ne,1,3026.913,0.020,150*,,,,
Ne,1,3026.913,0.020,150*,,,,
Ne,2,3027.01515,0.00018,200,1.4e+08,D,,
Ne,1,3028.424,0.020,30*,,,,
Ne,1,3028.424,0.020,30*,,,,
Ne,2,3028.7000,0.0004,180,8.5e+07,D,,
Ne,2,3028.86335,0.00018,240,4.7e+07,D,,
Ne,2,3029.713,0.010,120,,,,
Ne,1,3030.3235,0.0009,500,,,,
Ne,2,3030.78757,0.00018,200,,,,
Ne,2,3030.930,0.010,22,,,,
Ne,8,3031,3,25bl,,,,
Ne,8,3031.1,3.0,25bl*,1.28e+08,A,,
Ne,8,3031.1,3.0,25bl*,1.43e+08,A,,
Ne,2,3034.340,0.020,120wbl,,,,
Ne,2,3034.46093,0.00018,240,3.1e+08,D,,
Ne,2,3035.92164,0.00018,200,,,,
Ne,2,3036.626,0.010,160,,,,
Ne,2,3037.71916,0.00018,200,2.1e+08,D,,
Ne,2,3039.58554,0.00018,200,,,,
Ne,2,3044.0878,0.0003,200,,,,
Ne,2,3045.556,0.003,200,2.5e+08,D,,
Ne,1,3045.9471,0.0009,70,,,,
Ne,2,3047.55693,0.00019,240,1.8e+08,D,,
Ne,2,3050.4724,0.0019,180,,,,
Ne,2,3050.763,0.010,140,,,,
Ne,3,3051.82,0.10,70,,,,
Ne,2,3054.3449,0.0004,200,,,,
Ne,2,3054.425,0.003,180,,,,
Ne,2,3054.67475,0.00019,200,9.4e+07,D,,
Ne,3,3054.834,0.010,1000,3.9e+06,D,,
Ne,3,3056.111,0.010,400,6.5e+07,C,,
Ne,1,3057.3907,0.0008,3000,1.81e+06,C,,
Ne,2,3057.8669,0.0019,180,,,,
Ne,2,3059.1050,0.0003,200,,,,
Ne,2,3059.724,0.010,160,,,,
Ne,2,3061.854,0.010,100,,,,
Ne,2,3062.4913,0.0003,200,,,,
Ne,2,3063.3015,0.0005,200,,,,
Ne,1,3063.6952,0.0009,2000,,,,
Ne,2,3064.556,0.010,22,,,,
Ne,1,3065.668,0.020,50,,,,
Ne,2,3066.683,0.010,22,,,,
Ne,1,3067.214,0.020,250*,,,,
Ne,1,3067.214,0.020,250*,,,,
Ne,2,3067.4494,0.0019,160,,,,
Ne,2,3070.8916,0.0003,200,,,,
Ne,2,3071.0871,0.0009,180,,,,
Ne,2,3071.5310,0.0007,200,,,,
Ne,2,3072.302,0.010,40,,,,
Ne,2,3072.654,0.006,180bl*,,,,
Ne,2,3072.654,0.006,180bl*,,,,
Ne,2,3073.821,0.010,140,,,,
Ne,2,3075.077,0.010,22,,,,
Ne,2,3075.738,0.004,200bl*,,,,
Ne,2,3075.738,0.004,200bl*,,,,
Ne,2,3076.3569,0.0008,180,,,,
Ne,1,3076.9761,0.0009,2000,,,,
Ne,2,3077.8454,0.0012,160,,,,
Ne,2,3078.5872,0.0019,160,,,,
Ne,1,3078.8806,0.0009,1000,,,,
Ne,1,3079.1808,0.0009,1000,,,,
Ne,2,3081.3421,0.0007,180,,,,
Ne,2,3082.613,0.010,160,,,,
Ne,2,3082.706,0.010,140,,,,
Ne,2,3084.019,0.010,60,,,,
Ne,2,3084.919,0.003,160,,,,
Ne,2,3086.080,0.010,140,,,,
Ne,2,3086.182,0.010,22,,,,
Ne,2,3088.16407,0.00019,240,,,,
Ne,2,3088.276,0.010,160,,,,
Ne,3,3091.19,0.10,200,6.0e+07,D,,
Ne,2,3092.0940,0.0012,200,,,,
Ne,2,3092.9020,0.0003,240,1.3e+08,D,,
Ne,2,3094.00595,0.00019,200,,,,
Ne,2,3095.1034,0.0005,200,,,,
Ne,2,3095.184,0.003,180*,,,,
Ne,2,3095.184,0.003,180*,,,,
Ne,2,3097.13183,0.00019,200,1.3e+08,D,,
Ne,2,3097.535,0.010,80,1.5e+06,D,,
Ne,2,3098.827,0.010,120,,,,
Ne,2,3100.005,0.010,22,,,,
Ne,1,3101.407,0.020,70,,,,
Ne,3,3105.73,0.10,160,,,,
Ne,8,3106.1,1.5,100*,1.38e+08,A,,
Ne,8,3106.1,1.5,100*,2.78e+08,A,,
Ne,2,3112.821,0.010,40,,,,
Ne,2,3115.672,0.010,160,,,,
Ne,2,3116.695,0.020,180bl,,,,
Ne,2,3116.762,0.020,180bl,,,,
Ne,2,3117.153,0.010,100,,,,
Ne,2,3117.793,0.010,60,,,,
Ne,2,3117.98072,0.00019,200,4.2e+06,D,,
Ne,2,3118.1600,0.0003,240,,,,
Ne,2,3118.94,0.02,30,,,,
Ne,2,3119.472,0.010,40,,,,
Ne,2,3120.635,0.010,40,,,,
Ne,2,3123.367,0.010,22,,,,
Ne,2,3123.476,0.020,140bl,,,,
Ne,2,3123.500,0.020,140bl,,,,
Ne,2,3124.1847,0.0020,180,,,,
Ne,2,3124.948,0.010,80,,,,
Ne,1,3126.1965,0.0009,2000,9.6e+05,C,,
Ne,2,3132.190,0.003,180,2.2e+06,D,,
Ne,6,3133.2,1.5,13?,,,,
Ne,2,3134.066,0.010,80,2.6e+07,D,,
Ne,2,3134.132,0.010,140,,,,
Ne,6,3135.0,1.5,28,,,,
Ne,2,3135.817,0.010,160,6.5e+05,D,,
Ne,6,3136.4,1.5,28,,,,
Ne,2,3136.476,0.010,100,4.9e+05,D,,
Ne,2,3138.058,0.003,160,,,,
Ne,6,3139.7,1.5,16?,,,,
Ne,2,3140.358,0.010,100,2.4e+07,D,,
Ne,2,3141.33201,0.00020,240,,,,
Ne,2,3142.305,0.010,22,,,,
Ne,2,3143.7204,0.0004,200,,,,
Ne,2,3145.425,0.010,22,,,,
Ne,1,3147.7135,0.0010,250,,,,
Ne,1,3148.6107,0.0004,1000,,,,
Ne,2,3148.6805,0.0020,200bl,,,,
Ne,2,3151.1364,0.0007,180,4.8e+06,D,,
Ne,2,3151.596,0.010,80,,,,
Ne,3,3152.60,0.10,200,1.3e+07,D,,
Ne,1,3153.4107,0.0004,1000,,,,
Ne,2,3153.678,0.010,140,,,,
Ne,2,3154.795,0.003,140,1.8e+06,D,,
Ne,2,3156.333,0.010,22,,,,
Ne,2,3159.937,0.010,60,1.9e+06,D,,
Ne,3,3159.95,0.10,200bl,4.8e+07,D,,
Ne,2,3163.578,0.010,60,,,,
Ne,2,3164.228,0.010,40,,,,
Ne,2,3164.4295,0.0005,200,1.6e+07,D,,
Ne,2,3164.66183,0.00020,240,,,,
Ne,3,3165.01,0.10,180,3.1e+07,D,,
Ne,2,3165.6479,0.0004,200,1.2e+07,D,,
Ne,2,3166.176,0.010,140,4.2e+05,D,,
Ne,1,3167.5762,0.0004,500,,,,
Ne,2,3169.308,0.010,12,1.7e+07,D,,
Ne,3,3169.80,0.10,50,3.9e+06,D,,
Ne,2,3172.474,0.003,160,,,,
Ne,2,3173.5726,0.0008,180,4.5e+06,D,,
Ne,3,3173.60,0.10,200lbl,,,,
Ne,2,3173.671,0.010,160,,,,
Ne,3,3175.17,0.10,120bl*,6.4e+06,D,,
Ne,3,3175.17,0.10,120bl*,,,,
Ne,3,3175.63,0.10,200,,,,
Ne,2,3176.1199,0.0008,180,6.0e+06,D,,
Ne,2,3176.552,0.010,180*,,,,
Ne,2,3176.552,0.010,180*,,,,
Ne,3,3176.63,0.10,200lbl,,,,
Ne,2,3177.740,0.010,100,,,,
Ne,3,3178.34,0.10,300,,,,
Ne,3,3180.16,0.10,140,,,,
Ne,7,3181.4,1.7,14,,,,
Ne,2,3187.5763,0.0007,180,1.4e+06,D,,
Ne,2,3188.7410,0.0003,200,3.9e+07,D,,
Ne,2,3190.8630,0.0005,180,1.5e+07,D,,
Ne,2,3190.920,0.010,140,,,,
Ne,2,3194.57537,0.00020,200,5.2e+07,D,,
Ne,2,3198.58625,0.00020,300,1.7e+08,D,,
Ne,2,3198.916,0.003,120,2.3e+07,D,,
Ne,1,3206.199,0.020,10,,,,
Ne,1,3207.906,0.020,100*,,,,
Ne,1,3207.906,0.020,100*,,,,
Ne,2,3208.965,0.003,200,1.6e+07,D,,
Ne,2,3209.35545,0.00021,240,6.0e+07,D,,
Ne,2,3211.989,0.010,22,,,,
Ne,2,3213.73479,0.00021,240,1.7e+08,D,,
Ne,2,3214.32625,0.00021,300,2.2e+08,D,,
Ne,2,3214.751,0.010,160,,,,
Ne,2,3214.9280,0.0021,160,,,,
Ne,2,3218.19253,0.00021,300,3.6e+08,D,,
Ne,2,3224.81745,0.00021,240,3.5e+08,D,,
Ne,2,3229.457,0.003,180,1.3e+07,D,,
Ne,2,3229.57175,0.00021,240,3.6e+08,D,,
Ne,2,3230.06986,0.00021,400,1.8e+08,D,,
Ne,2,3230.4209,0.0003,240,1.4e+07,D,,
Ne,2,3232.022,0.003,240,2.7e+07,D,,
Ne,2,3232.37314,0.00021,300,1.6e+08,D,,
Ne,2,3243.3963,0.0005,200,2.3e+07,D,,
Ne,2,3244.09425,0.00021,200,1.5e+08,D,,
Ne,2,3248.1314,0.0009,180,2.4e+07,D,,
Ne,2,3248.3449,0.0003,200,,,,
Ne,2,3248.3826,0.0005,190,,,,
Ne,2,3250.35708,0.00021,200,,,,
Ne,2,3255.4223,0.0015,120,3.8e+06,D,,
Ne,2,3263.4128,0.0007,140,3.9e+07,D,,
Ne,8,3266.1,1.5,50,,,,
Ne,2,3269.8705,0.0003,180,5.1e+07,D,,
Ne,2,3270.800,0.003,180,5.7e+06,D,,
Ne,2,3275.1810,0.0003,180,,,,
Ne,3,3289.99,0.10,120,,,,
Ne,2,3297.72525,0.00022,300,4.3e+07,D,,
Ne,7,3305.0,1.5,140*,,,,
Ne,7,3305.0,1.5,140*,,,,
Ne,3,3307.44,0.10,180,3.7e+07,D,,
Ne,2,3309.73982,0.00022,300,3.1e+07,D,,
Ne,2,3310.499,0.010,60,6.9e+06,D,,
Ne,2,3311.27113,0.00022,180,2.6e+07,D,,
Ne,2,3314.6705,0.0022,40,4.4e+06,D,,
Ne,8,3319.4,1.5,60,,,,
Ne,2,3319.722,0.003,600,1.6e+08,D,,
Ne,2,3320.1973,0.0004,160,2.1e+07,D,,
Ne,2,3323.73505,0.00022,2000,1.6e+08,D,,
Ne,2,3327.15344,0.00022,300,9.1e+07,D,,
Ne,3,3328.698,0.010,2000,1.1e+08,C,,
Ne,2,3329.15753,0.00022,200,8.8e+07,D,,
Ne,2,3330.7335,0.0014,120,3.9e+06,D,,
Ne,2,3334.83684,0.00017,400,1.8e+08,D,,
Ne,2,3336.09224,0.00022,180,1.1e+08,D,,
Ne,3,3341.22,0.10,240,1.2e+08,D,,
Ne,3,3342.5,1.0,0bl,2.65e+00,A,E2,
Ne,2,3344.39562,0.00022,300,1.5e+08,D,,
Ne,2,3345.45437,0.00017,600,1.4e+08,D,,
Ne,5,3345.83,0.02,*,1.38e-01,C,M1,
Ne,5,3345.83,0.02,*,6.2e-05,D,E2,
