element,sp_num,obs_wl_air(A),unc_obs_wl,Grade,blank,intensity,intensity flags,Use
Hg,1,4686.386,0.011,,,-792.0,*,Y
Hg,2,4686.563,0.003,,,480.0,s,N
Hg,1,4699.797,0.011,,,-792.0,--,Y
Hg,1,4701.171,0.011,,,-792.0,--,Y
Hg,1,4703.011,0.011,,,-792.0,--,Y
Hg,1,4703.051,0.011,,,-792.0,--,Y
Hg,2,4704.625,0.003,,,2400.0,l,N
Hg,1,4719.742,0.011,,,-792.0,--,Y
Hg,1,4721.512,0.011,,,-792.0,--,Y
Hg,1,4723.814,0.011,,,-792.0,--,Y
Hg,1,4723.919,0.011,,,-792.0,--,Y
Hg,2,4742.297,0.003,,,2400.0,,N
Hg,1,4745.148,0.011,,,-792.0,--,Y
Hg,1,4747.458,0.011,,,-792.0,--,Y
Hg,1,4750.393,0.011,,,-792.0,--,Y
Hg,1,4750.56,0.011,,,-792.0,--,Y
Hg,2,4762.266,0.003,,,800.0,h,N
Hg,1,4778.118,0.011,,,-792.0,--,Y
Hg,1,4781.274,0.011,,,-792.0,--,Y
Hg,1,4785.153,0.011,,,-792.0,--,Y
Hg,1,4785.354,0.011,,,-792.0,--,Y
Hg,3,4797.01,0.1,,,400.0,,N
Hg,1,4822.204,0.012,,,-792.0,--,Y
Hg,2,4825.566,0.003,,,136000.0,,N
Hg,1,4826.594,0.012,,,-792.0,--,Y
Hg,2,4827.732,0.003,,,240.0,w,N
Hg,1,4831.878,0.012,,,-792.0,--,Y
Hg,1,4832.238,0.012,,,-792.0,--,Y
Hg,2,4855.584,0.004,,,128000.0,h,N
Hg,3,4869.85,0.1,,,80.0,,N
Hg,2,4880.327,0.005,,,36000.0,c,N
Hg,1,4882.999,0.005,,,48.0,,Y
Hg,1,4889.489,0.012,,,-792.0,--,Y
Hg,1,4896.914,0.012,,,-792.0,--,Y
Hg,1,4897.482,0.012,,,-792.0,--,Y
Hg,1,4916.068,0.01,D+,,160.0,,Y
Hg,2,4916.328,0.003,,,800.0,w,N
Hg,1,4960.1,0.1,,,800.0,,Y
Hg,2,4961.873,0.003,,,144000.0,c,N
Hg,1,4970.37,0.005,,,48.0,,Y
Hg,3,4973.57,0.1,,,640.0,,N
Hg,2,4980.564,0.004,,,76000.0,l,N
Hg,1,4980.64,0.005,,,48.0,,Y
Hg,1,4991.601,0.012,,,-792.0,--,Y
Hg,1,4992.593,0.012,,,-792.0,--,Y
Hg,2,5017.279,0.003,,,800.0,,N
Hg,1,5025.6,0.2,,,24.0,,Y
Hg,2,5025.607,0.003,,,800.0,,N
Hg,1,5045.8,0.2,,,16.0,,Y
Hg,2,5066.493,0.005,,,9600.0,,N
Hg,2,5098.559,0.003,,,480.0,,N
Hg,2,5100.946,0.003,,,800.0,,N
Hg,1,5102.705,0.005,,,240.0,,Y
Hg,1,5120.637,0.005,,,560.0,,N
Hg,2,5128.442,0.003,,,960000.0,c,N
Hg,1,5137.94,0.005,,,240.0,,Y
Hg,1,5139.926,0.013,,,-792.0,--,Y
Hg,2,5146.289,0.003,,,120000.0,,N
Hg,2,5162.357,0.008,,,200000.0,c,N
Hg,2,5196.19,0.008,,,144000.0,c,N
Hg,2,5204.768,0.003,,,1200000.0,,N
Hg,2,5205.868,0.003,,,640.0,h,N
Hg,3,5210.82,0.1,,,240.0,,N
Hg,2,5216.382,0.003,,,320000.0,,N
Hg,1,5218.9,0.2,,,16.0,,Y
Hg,2,5222.922,0.003,,,4000.0,h,N
Hg,2,5242.173,0.003,,,280.0,w,N
Hg,2,5277.591,0.003,,,144000.0,,N
Hg,2,5280.146,0.003,,,4800.0,h,N
Hg,1,5290.74,0.005,,,240.0,,Y
Hg,2,5293.248,0.003,,,1600.0,,N
Hg,2,5294.177,0.003,,,3200.0,h,N
Hg,2,5316.067,0.006,,,600.0,c,N
Hg,1,5316.776,0.005,,,48.0,,Y
Hg,1,5354.034,0.014,,,1040.0,,N
Hg,1,5365.5,0.1,,,96.0,,Y
Hg,2,5372.373,0.003,,,320.0,,N
Hg,1,5384.626,0.005,,,400.0,,N
Hg,1,5388.81,0.005,,,-792.0,--,N
Hg,1,5393.468,0.005,,,-792.0,--,Y
Hg,1,5404.8,0.1,,,24.0,,Y
Hg,2,5425.253,0.003,,,64000000.0,,N
Hg,1,5460.75,0.001,,,48000.0,,Y
Hg,2,5465.286,0.003,,,2000.0,,N
Hg,1,5549.634,0.005,,,400.0,,Y
Hg,2,5595.268,0.005,,,1600000.0,,N
Hg,1,5675.81,0.08,,,4800.0,,N
Hg,2,5677.105,0.003,,,160000000.0,E,N
Hg,3,5695.71,0.1,,,48.0,,N
Hg,2,5698.59,0.003,,,12000.0,c,N
Hg,1,5769.61,0.001,,,8000.0,,Y
Hg,1,5789.69,0.05,D,,240.0,,Y
Hg,1,5790.67,0.001,D,,7200.0,,Y
Hg,1,5803.782,0.005,,,3200.0,,N
Hg,1,5818.3,0.1,,,16.0,,Y
Hg,2,5851.758,0.004,,,10400.0,c,N
Hg,1,5859.254,0.005,,,1040.0,,Y
Hg,2,5870.899,0.003,,,640.0,p,N
Hg,2,5871.279,0.003,,,9600000.0,,N
Hg,2,5871.572,0.003,,,400.0,u,N
Hg,2,5871.921,0.003,,,4800.0,h,N
Hg,1,5871.975,0.005,,,240.0,,N
Hg,2,5888.939,0.003,,,16000000.0,c,N
Hg,1,5890.2,0.1,,,96.0,,Y
Hg,2,5918.496,0.003,,,80.0,w,N
Hg,2,5947.68,0.003,,,1200.0,,N
Hg,2,5961.509,0.006,,,12000.0,c,N
Hg,2,5978.916,0.003,,,1440.0,h,N
Hg,2,6032.653,0.003,,,480.0,h,N
Hg,2,6041.045,0.003,,,1440.0,h,N
Hg,1,6072.64,0.1,E,,240.0,,N
Hg,2,6089.794,0.004,,,64000.0,c,N
Hg,2,6100.096,0.003,,,800.0,,N
Hg,2,6100.332,0.004,,,40000.0,c,N
Hg,1,6123.27,0.05,,,24.0,,N
Hg,2,6141.773,0.003,,,1200.0,,N
Hg,2,6146.435,0.003,,,12000000.0,,N
Hg,2,6146.845,0.003,,,2800.0,w,N
Hg,2,6149.475,0.001,,,200000000.0,c,N
Hg,2,6152.002,0.003,,,960.0,,N
Hg,2,6157.138,0.003,,,960.0,,N
Hg,2,6158.303,0.003,,,8000.0,,N
Hg,2,6194.289,0.003,,,560.0,h,N
Hg,2,6196.409,0.003,,,2000.0,c,N
Hg,3,6220.35,0.1,,,200.0,,N
Hg,1,6234.36,0.1,D,,400.0,,N
Hg,2,6242.222,0.003,,,520000.0,,N
Hg,2,6291.228,0.003,,,520000.0,,N
Hg,2,6360.199,0.003,,,1200.0,h,N
Hg,2,6394.89,0.003,,,440000.0,,N
Hg,3,6418.98,0.1,,,280.0,,N
Hg,2,6440.547,0.003,,,240.0,h,N
Hg,3,6501.38,0.1,,,320.0,,N
Hg,2,6521.092,0.003,,,1200000.0,c,N
Hg,3,6584.26,0.1,,,80.0,,N
Hg,3,6610.12,0.1,,,48.0,,N
Hg,2,6646.684,0.001,,,10400.0,,N
Hg,1,6701.6,0.3,,,16.0,,N
Hg,2,6702.03,0.003,,,1360.0,h,N
Hg,3,6709.29,0.1,,,240.0,,N
Hg,1,6716.34,0.1,D,,4800.0,,N
Hg,1,6721.1,0.3,,,40.0,,N
Hg,1,6725.2,0.3,,,8.0,,N
Hg,1,6741.0,0.3,,,0.0,,N
Hg,1,6747.1,0.3,,,16.0,,N
Hg,1,6750.9,0.3,,,16.0,,N
Hg,1,6773.2,0.3,,,8.0,,N
Hg,1,6784.6,0.3,,,32.0,,N
Hg,1,6811.6,0.3,,,16.0,,N
Hg,1,6827.0,0.3,,,40.0,,N
Hg,1,6852.9,0.3,,,0.0,,N
Hg,1,6861.0,0.3,,,24.0,,N
Hg,1,6870.7,0.3,,,32.0,,N
Hg,1,6880.4,0.3,,,32.0,,N
Hg,1,6888.564,0.005,,,-792.0,--,N
Hg,1,6907.46,0.11,D,,8000.0,,N
Hg,1,6915.6,0.3,,,40.0,,N
Hg,1,6924.3,0.3,,,24.0,,N
Hg,1,6934.0,0.3,,,8.0,,N
Hg,1,6944.1,0.3,,,32.0,,N
Hg,2,6945.474,0.003,,,960.0,h,N
Hg,1,6950.7,0.3,,,40.0,,N
Hg,1,6977.2,0.3,,,-792.0,--,N
Hg,1,7009.2,0.3,,,32.0,,N
Hg,1,7022.0,1.0,,,0.0,,N
Hg,1,7045.7,0.3,,,64.0,,N
Hg,1,7081.901,0.005,,,8000.0,,N
Hg,1,7091.86,0.005,,,6400.0,,N
Hg,1,7101.3,0.3,,,16.0,,Y
Hg,1,7120.0,0.3,,,16.0,,Y
Hg,1,7125.6,0.3,,,48.0,*,Y
Hg,1,7125.6,0.3,,,48.0,*,Y
Hg,1,7125.6,0.3,,,48.0,*,Y
Hg,1,7135.0,0.3,,,32.0,,Y
Hg,1,7147.6,0.3,,,16.0,d,Y
Hg,1,7154.2,0.3,,,0.0,d,Y
Hg,1,7162.2,0.3,,,40.0,,Y
Hg,1,7169.0,0.3,,,16.0,,Y
Hg,1,7170.6,0.6,,,0.0,,Y
Hg,1,7176.0,0.4,,,24.0,d*,Y
Hg,1,7176.0,0.4,,,24.0,d*,Y
Hg,1,7176.0,0.4,,,24.0,d*,Y
Hg,1,7177.8,0.3,,,80.0,,Y
Hg,1,7190.9,0.3,,,24.0,,Y
Hg,1,7193.5,0.3,,,32.0,,Y
Hg,1,7209.1,0.3,,,48.0,*,Y
Hg,1,7209.1,0.3,,,48.0,*,Y
Hg,1,7222.4,0.3,,,0.0,d,Y
Hg,1,7227.5,0.3,,,0.0,d,Y
Hg,1,7239.4,0.3,,,24.0,,Y
Hg,1,7245.7,0.3,,,24.0,,Y
Hg,1,7269.1,0.3,,,40.0,*,Y
Hg,1,7269.1,0.3,,,40.0,*,Y
Hg,1,7270.7,0.3,,,40.0,,Y
Hg,1,7278.4,0.3,,,-792.0,--,Y
Hg,1,7294.9,0.3,,,56.0,,Y
Hg,1,7301.7,0.4,,,32.0,,Y
Hg,1,7303.6,0.3,,,-792.0,--,Y
Hg,1,7317.1,0.3,,,32.0,,Y
Hg,1,7333.0,0.3,,,24.0,,Y
Hg,1,7341.0,2.0,,,8.0,d,Y
Hg,2,7346.508,0.003,,,4800000.0,E,N
Hg,1,7348.1,0.3,,,64.0,,Y
Hg,1,7348.6,0.6,,,0.0,d,Y
Hg,1,7367.3,0.5,,,8.0,d*,Y
Hg,1,7367.3,0.5,,,8.0,d*,Y
Hg,1,7367.3,0.5,,,8.0,d*,Y
Hg,1,7371.5,0.3,,,80.0,,Y
Hg,1,7374.5,0.3,,,32.0,,Y
Hg,1,7387.5,0.3,,,8.0,d,Y
Hg,1,7393.8,0.3,,,8.0,d,Y
Hg,2,7395.622,0.003,,,9600.0,h,N
Hg,1,7403.3,0.3,,,8.0,d,Y
Hg,2,7411.852,0.003,,,4800.0,w,N
Hg,1,7412.2,0.3,,,32.0,,Y
Hg,2,7417.864,0.004,,,144000.0,c,N
Hg,1,7453.9,0.3,,,64.0,*,Y
Hg,1,7453.9,0.3,,,64.0,*,Y
Hg,1,7456.7,0.3,,,24.0,,Y
Hg,1,7461.3,0.3,,,16.0,,Y
Hg,1,7472.9,0.3,,,8.0,d,Y
Hg,2,7486.298,0.003,,,52000.0,w,N
Hg,1,7494.5,0.3,,,8.0,d,Y
Hg,1,7500.4,0.3,,,8.0,d,Y
Hg,3,7517.46,0.1,,,96.0,,N
Hg,1,7520.1,0.3,,,72.0,,Y
Hg,1,7531.6,0.3,,,8.0,d,Y
Hg,1,7533.9,0.3,,,0.0,,Y
Hg,1,7542.9,0.3,,,32.0,,Y
Hg,1,7552.1,0.3,,,56.0,,Y
Hg,1,7560.8,0.3,,,8.0,d,Y
Hg,2,7564.534,0.003,,,96000.0,h,N
Hg,1,7571.2,0.3,,,8.0,d,Y
Hg,1,7580.9,0.3,,,8.0,d,Y
Hg,1,7602.1,0.3,,,56.0,*,Y
Hg,1,7602.1,0.3,,,56.0,*,Y
Hg,1,7605.9,0.3,,,32.0,,Y
Hg,1,7612.7,0.3,,,8.0,d,Y
Hg,1,7615.5,0.3,,,0.0,,Y
Hg,1,7618.8,0.3,,,8.0,d,Y
Hg,2,7620.763,0.003,,,480000.0,h,N
Hg,1,7620.8,0.3,,,0.0,,Y
Hg,1,7631.7,0.3,,,8.0,d,Y
Hg,1,7635.2,0.3,,,0.0,,Y
Hg,1,7646.4,0.3,,,24.0,,Y
Hg,1,7653.7,0.3,,,8.0,d,Y
Hg,1,7666.9,0.4,,,32.0,,Y
Hg,1,7674.0,0.3,,,40.0,,Y
Hg,1,7677.3,0.3,,,24.0,,Y
Hg,1,7685.2,0.3,,,8.0,,Y
Hg,1,7693.0,0.3,,,8.0,d,Y
Hg,1,7704.1,0.3,,,8.0,d,Y
Hg,1,7706.6,0.3,,,8.0,d,Y
Hg,1,7718.7,0.3,,,16.0,,Y
Hg,1,7720.2,0.3,,,8.0,,Y
Hg,1,7728.825,0.005,D,,240.0,,Y
Hg,1,7732.6,0.3,,,40.0,,Y
Hg,1,7734.7,0.5,,,0.0,,Y
Hg,2,7771.951,0.004,,,16000.0,w,N
Hg,1,7795.2,0.3,,,8.0,,Y
Hg,3,7808.1,0.1,,,56.0,,N
Hg,1,7813.9,0.5,,,8.0,,Y
Hg,1,7820.7,0.3,,,64.0,,Y
Hg,1,7822.2,0.6,,,8.0,,Y
Hg,1,7826.0,0.3,,,32.0,,Y
Hg,2,7881.034,0.002,,,880.0,h,N
Hg,1,7899.1,0.6,,,0.0,,Y
Hg,1,7929.8,0.3,,,24.0,,Y
Hg,1,7936.9,0.3,,,8.0,,Y
Hg,2,7944.555,0.002,,,200000000.0,,N
Hg,3,7946.75,0.1,,,200.0,,N
Hg,1,7951.2,0.3,,,0.0,d,Y
Hg,1,7968.6,0.3,,,0.0,*,Y
Hg,1,7968.6,0.3,,,0.0,*,Y
Hg,1,7973.3,0.3,,,8.0,,Y
Hg,1,7979.1,0.3,,,56.0,,Y
Hg,3,7984.51,0.1,,,400.0,,N
Hg,1,7991.0,0.3,,,0.0,,Y
Hg,1,7998.6,0.3,,,0.0,,Y
Hg,1,8007.1,0.3,,,8.0,,Y
Hg,1,8013.3,0.3,,,0.0,,Y
Hg,1,8017.9,0.3,,,8.0,,Y
Hg,1,8022.3,0.3,,,48.0,,Y
Hg,1,8031.9,0.3,,,0.0,d*,Y
Hg,1,8031.9,0.3,,,0.0,d*,Y
Hg,1,8050.0,0.3,,,8.0,,Y
Hg,1,8054.1,0.3,,,16.0,,Y
Hg,1,8058.2,0.4,,,8.0,,Y
Hg,1,8058.4,0.3,,,8.0,,Y
Hg,1,8070.7,0.4,,,40.0,,Y
Hg,1,8078.1,0.3,,,0.0,d,Y
Hg,1,8080.4,0.3,,,0.0,,Y
Hg,1,8090.4,0.3,,,8.0,d*,Y
Hg,1,8090.4,0.3,,,8.0,d*,Y
Hg,1,8113.1,0.3,,,32.0,*,Y
Hg,1,8113.1,0.3,,,32.0,*,Y
Hg,1,8129.2,0.3,,,8.0,d,Y
Hg,1,8136.3,0.3,,,16.0,d,Y
Hg,1,8145.4,0.4,,,16.0,,Y
Hg,3,8151.64,0.1,,,40.0,,N
Hg,1,8153.1,0.3,,,24.0,,Y
Hg,1,8153.6,0.4,,,32.0,,Y
Hg,1,8163.4,0.3,,,80.0,,Y
Hg,1,8166.4,0.3,,,64.0,,Y
Hg,1,8172.8,0.3,,,72.0,*,Y
Hg,1,8172.8,0.3,,,72.0,*,Y
Hg,1,8177.2,0.3,,,0.0,,Y
Hg,1,8181.4,0.4,,,0.0,*,Y
Hg,1,8181.4,0.4,,,0.0,*,Y
Hg,1,8189.2,0.3,,,24.0,,Y
Hg,1,8195.6,0.11,,,80.0,*,Y
Hg,1,8195.6,0.11,,,80.0,*,Y
Hg,1,8197.4,0.6,,,16.0,,Y
Hg,1,8200.6,0.3,,,64.0,,Y
Hg,1,8205.3,0.3,,,16.0,,Y
Hg,1,8214.2,0.3,,,24.0,,Y
Hg,1,8227.0,0.3,,,0.0,,Y
Hg,1,8231.8,0.6,,,0.0,,Y
Hg,1,8238.4,0.3,,,32.0,,Y
Hg,1,8250.7,0.3,,,32.0,,Y
Hg,1,8262.2,0.3,,,32.0,,Y
Hg,1,8272.5,0.3,,,40.0,,Y
Hg,1,8275.0,0.3,,,32.0,,Y
Hg,1,8288.6,0.3,,,40.0,,Y
Hg,1,8303.7,0.4,,,8.0,,Y
Hg,1,8316.4,0.3,,,40.0,,Y
Hg,1,8340.5,0.3,,,40.0,,Y
Hg,1,8353.7,0.3,,,32.0,,Y
Hg,1,8374.0,0.3,,,40.0,,Y
Hg,1,8376.4,0.3,,,32.0,,Y
Hg,1,8401.6,0.3,,,40.0,,Y
Hg,2,8406.119,0.003,,,800.0,c,N
Hg,1,8418.6,0.3,,,32.0,,Y
Hg,1,8423.4,0.3,,,40.0,,Y
Hg,1,8443.3,0.3,,,40.0,,Y
Hg,1,8452.0,0.3,,,0.0,*,Y
Hg,1,8452.0,0.3,,,0.0,*,Y
Hg,1,8464.1,0.3,,,0.0,,Y
Hg,1,8491.0,0.3,,,32.0,,Y
Hg,1,8505.6,0.3,,,48.0,,Y
Hg,1,8511.0,0.3,,,40.0,,Y
Hg,1,8513.5,0.3,,,32.0,,Y
Hg,1,8538.9,0.4,,,24.0,,Y
Hg,2,8548.664,0.003,,,8000.0,c,N
Hg,1,8557.3,0.3,,,40.0,,Y
Hg,1,8582.5,0.4,,,48.0,,Y
Hg,1,8613.6,0.4,,,48.0,,Y
Hg,1,8618.7,0.6,,,0.0,,Y
Hg,1,8652.7,0.4,D,,80.0,,Y
Hg,1,8679.6,0.6,,,0.0,,Y
Hg,1,8686.7,0.4,,,48.0,,Y
Hg,1,8704.5,0.4,,,56.0,,Y
Hg,1,8706.4,0.4,,,40.0,,Y
Hg,1,8737.6,0.4,,,0.0,,Y
Hg,1,8746.1,0.4,,,24.0,,Y
Hg,1,8751.9,0.4,,,56.0,,Y
Hg,1,8758.1,0.4,,,80.0,,Y
Hg,1,8763.0,0.4,,,80.0,,Y
Hg,1,8773.1,0.4,,,80.0,,Y
Hg,1,8778.4,0.4,,,56.0,,Y
Hg,1,8783.7,0.4,,,80.0,,Y
Hg,1,8796.3,0.4,,,0.0,,Y
Hg,1,8830.9,0.4,,,8.0,,Y
Hg,1,8887.5,0.4,,,32.0,d*,Y
Hg,1,8887.5,0.4,,,32.0,d*,Y
Hg,1,8887.5,0.4,,,32.0,d*,Y
Hg,1,8893.7,0.6,,,56.0,d,Y
Hg,1,8965.8,0.4,,,0.0,,Y
Hg,1,8973.6,0.4,,,64.0,d,Y
Hg,1,8988.9,0.4,,,64.0,,Y
Hg,1,8991.4,0.4,,,56.0,,Y
Hg,1,9039.2,0.4,,,32.0,d,Y
Hg,1,9051.2,0.4,,,8.0,,Y
Hg,1,9057.6,0.4,,,8.0,,Y
Hg,1,9067.2,0.4,D,,8.0,,Y
Hg,1,9095.0,0.4,,,0.0,,Y
Hg,1,9157.8,0.4,,,16.0,,Y
Hg,1,9200.7,0.4,,,24.0,,Y
Hg,1,9243.1,0.4,,,80.0,,Y
Hg,1,9253.9,0.4,,,64.0,,Y
Hg,1,9263.7,0.4,,,16.0,,Y
Hg,1,9279.1,0.4,,,16.0,,Y
Hg,1,9298.6,0.4,,,16.0,,Y
Hg,1,9327.2,0.4,,,16.0,,Y
Hg,1,9338.4,0.4,,,64.0,,Y
Hg,1,9342.5,0.4,,,8.0,,Y
Hg,1,9346.2,0.4,,,0.0,,Y
Hg,1,9354.7,0.4,,,0.0,,Y
Hg,1,9419.4,0.4,,,24.0,,Y
Hg,1,9425.6,0.4,,,16.0,,Y
Hg,1,9432.1,0.4,,,72.0,,Y
Hg,1,9438.5,0.4,,,56.0,,Y
Hg,1,9442.7,0.4,,,40.0,,Y
Hg,1,9487.2,0.6,,,0.0,,Y
Hg,1,9495.9,0.4,,,48.0,,Y
Hg,2,9520.198,0.004,,,4800000.0,h,N
Hg,1,9526.3,0.4,,,56.0,,Y
Hg,1,9544.7,0.4,,,0.0,,Y
Hg,1,9547.3,0.4,,,8.0,,Y
Hg,1,9554.1,0.4,,,12.0,,Y
Hg,1,9574.3,0.4,,,24.0,,Y
Hg,1,9602.0,0.4,,,8.0,*,Y
Hg,1,9602.0,0.4,,,8.0,*,Y
Hg,2,9639.06,0.004,,,1440000.0,c,N
Hg,2,9759.557,0.004,,,160000.0,w,N
Hg,1,9775.3,0.4,,,24.0,,Y
Hg,1,9792.9,0.4,,,16.0,,Y
Hg,1,9808.0,2.0,,,8.0,,Y
Hg,1,9821.8,0.4,,,24.0,,Y
Hg,1,9832.3,0.4,,,8.0,,Y
Hg,1,9838.1,0.4,D,,80.0,,Y
Hg,1,9969.3,0.4,D,,80.0,,Y
Hg,1,9980.9,0.4,,,80.0,,Y
Hg,1,9999.0,0.4,D,,72.0,,Y
Hg,1,10099.9,0.4,,,24.0,,Y
Hg,1,10121.7,0.4,,,64.0,,Y
Hg,1,10129.6,0.5,,,56.0,,Y
Hg,1,10139.75,0.05,B+,,12800.0,,Y
Hg,1,10180.6,0.4,,,0.0,,Y
Hg,1,10220.4,0.8,,,32.0,d*,Y
Hg,1,10220.4,0.8,,,32.0,d*,Y
Hg,1,10220.4,0.8,,,32.0,d*,Y
Hg,1,10229.2,0.4,,,56.0,,Y
Hg,1,10235.0,0.4,,,64.0,,Y
Hg,1,10241.4,0.4,,,64.0,,Y
Hg,1,10296.8,0.4,,,80.0,d,Y
Hg,1,10320.8,1.0,,,4.0,,Y
Hg,1,10332.3,0.4,,,80.0,,Y
Hg,1,10334.1,0.4,,,8.0,,Y
Hg,1,10423.5,0.4,,,16.0,,Y
Hg,1,10431.8,0.4,,,16.0,,Y
Hg,1,10435.6,0.4,,,0.0,,Y
Hg,1,10450.8,0.4,,,16.0,,Y
Hg,1,10464.6,0.4,,,0.0,*,Y
Hg,1,10464.6,0.4,,,0.0,*,Y
Hg,1,10501.1,0.4,,,0.0,,Y
Hg,1,10715.5,0.4,,,40.0,,Y
Hg,1,11022.2,0.4,,,40.0,,Y
Hg,1,11033.6,0.4,,,40.0,,Y
Hg,1,11176.82,0.1,D,,80.0,,Y
Hg,1,11287.1,0.4,D,,8000.0,,Y
Hg,1,11353.9,0.4,,,0.0,,Y
Hg,1,11368.0,1.0,,,8.0,,Y
Hg,1,11436.6,0.4,,,16.0,,Y
Hg,1,11491.6,0.4,,,32.0,,Y
Hg,1,11687.0,0.4,,,40.0,,Y
Hg,1,11768.9,0.4,,,48.0,,Y
Hg,1,11885.2,0.4,,,40.0,,Y
Hg,1,11890.6,0.4,,,40.0,,Y
Hg,1,11910.1,0.4,,,0.0,,Y
Hg,1,11951.5,0.4,,,16.0,,Y
Hg,1,11976.3,0.4,,,32.0,,Y
Hg,1,12019.6,0.4,,,40.0,,Y
Hg,1,12071.5,0.4,D,,48.0,,Y
Hg,1,12128.5,0.4,D,,40.0,,Y
Hg,1,12159.0,3.0,,,24.0,,Y
Hg,1,12215.0,2.0,,,8.0,d,Y
Hg,1,12378.1,0.4,,,0.0,,Y
Hg,1,13209.95,0.2,D,,3200.0,,Y
Hg,1,13426.57,0.2,D,,3200.0,,Y
Hg,1,13468.38,0.2,E,,1040.0,,Y
Hg,1,13479.2,2.0,,,0.0,,Y
Hg,1,13505.58,0.2,D,,1600.0,,Y
Hg,1,13570.21,0.2,D,,1600.0,,Y
Hg,1,13634.0,10.0,,,-792.0,*,Y
Hg,1,13634.0,10.0,,,-792.0,*,Y
Hg,1,13673.51,0.2,D,,2400.0,,Y
Hg,1,13950.55,0.2,D,,1600.0,,Y
Hg,1,13979.0,10.0,,,-792.0,--,Y
